#{"t_start": 1762492845.3484921, "env_id": "None"}
r,l,t
-8.318747,18,15.434039
-8.05741,18,15.490648
-8.855176,18,15.546816
-6.758886,19,15.606116
-7.918183,18,15.661942
-8.497139,18,15.718891
-7.460479,18,15.774929
-8.886216,20,15.836946
-8.141578,18,15.893325
-8.897247,18,15.94991
-6.726721,17,16.003202
-7.218502,18,16.059083
-6.150206,18,16.115708
-8.69967,19,16.175583
-7.417414,19,16.234618
-10.104566,19,16.293634
-7.185413,17,16.346873
-8.398681,19,16.405993
-9.072823,19,16.46499
-7.735678,18,16.852703
-7.65185,19,16.912764
-6.495619,17,16.966351
-6.28194,18,17.022889
-7.115014,17,17.076189
-6.732326,17,17.130127
-8.962089,19,17.189806
-8.947671,18,17.245994
-6.833285,19,17.305765
-10.058301,19,18.087162
-8.515821,19,18.146967
-7.833086,18,18.202925
-8.245655,18,18.258206
-10.392277,19,18.317682
-7.409189,17,18.370508
-8.620024,19,18.428828
-7.642273,18,18.483841
-7.343039,17,18.537584
-8.200805,18,18.593215
-7.253827,18,18.648791
-10.121083,20,18.710783
-8.479278,19,18.770322
-10.020002,19,18.829038
-6.702462,18,18.884336
-7.716672,17,18.937312
-5.849001,17,18.989592
-6.203006,18,19.044997
-9.050059,19,19.104506
-8.950951,19,19.165335
-8.341101,18,19.220838
-7.495744,18,19.276031
-7.878238,19,19.334538
-7.954902,18,19.390164
-8.213827,18,19.446051
-8.185227,18,19.849841
-6.493155,17,19.903686
-9.192859,19,19.963942
-5.861432,17,20.017431
-7.971098,18,20.07367
-9.99507,19,20.133269
-7.541824,18,20.190427
-9.348264,19,20.25024
-8.55655,18,20.30689
-5.442596,17,20.361099
-7.681605,18,20.417927
-6.320472,18,20.474931
-5.832411,18,20.531717
-8.425166,20,20.595144
-7.704076,19,20.655027
-7.065195,19,20.714993
-7.987126,18,20.772471
-8.322894,19,20.832555
-7.609288,18,20.888936
-6.176409,17,20.942816
-8.642638,19,21.003232
-7.084903,18,21.059571
-9.17617,20,21.121885
-8.069662,19,21.181808
-9.624819,19,21.241601
-7.417695,19,21.30134
-5.95271,18,21.358029
-7.515059,19,21.417679
-7.562217,18,21.474149
-8.167744,18,21.530572
-6.670603,17,21.584501
-5.862099,18,22.272124
-8.788722,18,22.330277
-8.322644,19,22.391125
-9.714883,19,22.781475
-8.372619,19,22.84118
-8.671241,18,22.897343
-6.915798,18,22.953012
-8.108526,18,23.009387
-7.83945,19,23.067808
-7.829978,18,23.123327
-8.227135,18,23.179673
-7.407375,18,23.235367
-7.839555,18,23.290623
-7.574494,18,23.34603
-8.057492,18,23.40246
-6.039854,18,23.457754
-7.92478,18,23.513705
-9.835554,19,23.572189
-8.722374,19,23.630741
-7.857863,19,23.688933
-8.520736,18,23.744226
-6.925623,18,23.800199
-7.215899,19,23.858574
-8.462484,19,23.917006
-8.699038,19,23.975367
-7.315511,18,24.031349
-10.357102,20,24.092549
-6.787224,18,24.147609
-8.557426,18,24.203196
-7.814741,18,24.258447
-8.728242,18,24.313627
-8.300592,18,24.368839
-7.363877,18,24.424931
-6.066647,17,24.477234
-7.466557,19,24.535384
-7.610413,19,24.593993
-7.849075,18,24.649578
-8.685093,18,25.036406
-8.727929,19,25.095274
-9.850432,19,25.153439
-8.470868,18,25.208996
-6.335612,18,25.264399
-9.003125,19,25.32259
-7.472432,17,25.380153
-8.373662,18,25.436201
-9.567972,19,25.494312
-6.556695,18,25.549649
-7.576781,18,25.605315
-7.15864,18,25.660428
-5.90656,18,25.715195
-7.242255,17,25.766839
-9.319406,19,25.825838
-8.538477,18,25.880852
-7.424603,19,25.93911
-8.314816,18,25.994236
-6.523372,17,26.046649
-9.458028,19,26.746618
-9.471741,19,26.806374
-9.302493,20,26.869716
-8.017533,18,26.926726
-7.336099,18,26.983436
-9.124337,19,27.04429
-8.78391,18,27.1012
-8.983849,20,27.164566
-8.312859,19,27.225068
-6.890121,18,27.282349
-7.749982,18,27.33975
-7.167198,18,27.397567
-6.025629,19,27.458822
-8.353017,18,27.515712
-6.754005,18,27.572149
-9.351551,19,27.972971
-8.686143,19,28.034655
-6.834676,19,28.095473
-7.716744,18,28.152583
-6.600516,17,28.206662
-8.111409,18,28.264766
-8.149799,18,28.32211
-8.497903,18,28.379427
-8.831112,19,28.440145
-7.770149,18,28.497515
-8.310509,18,28.55515
-6.762609,18,28.612523
-7.688601,18,28.67009
-5.807161,17,28.724262
-8.070454,19,28.784751
-7.938906,18,28.842611
-6.985828,19,28.903729
-7.273038,18,28.961353
-8.826461,19,29.021425
-7.661285,18,29.078752
-8.342693,18,29.135532
-7.102146,18,29.192806
-7.854316,18,29.250381
-7.518998,18,29.307722
-6.137282,18,29.365185
-8.07103,18,29.422229
-9.266504,19,29.483259
-7.697475,18,29.540747
-7.789984,18,29.597764
-8.320839,20,29.662124
-5.965294,18,29.719303
-8.278397,18,29.776671
-6.497485,18,29.833386
-8.38959,18,29.89138
-7.733915,19,29.951197
-8.996136,19,30.499005
-9.940974,19,30.557992
-8.184653,18,30.613765
-5.910991,18,30.670098
-7.73798,18,30.72603
-6.802756,19,30.784818
-9.88981,19,31.546069
-8.352637,18,31.601729
-5.774124,17,31.654199
-8.215424,18,31.710166
-8.961391,18,31.765002
-8.450352,19,31.823435
-8.078956,18,31.878898
-8.741765,20,31.940435
-8.751151,18,31.995857
-5.91021,17,32.047867
-8.209857,18,32.103645
-9.308762,19,32.162531
-8.796206,19,32.221039
-9.572675,19,32.27964
-7.445175,17,32.331936
-8.211156,18,32.387126
-5.865949,18,32.442653
-8.352142,20,32.504562
-9.24199,18,32.559905
-7.636258,18,32.615034
-10.419087,19,32.67382
-9.924551,19,32.73275
-8.100448,18,32.78842
-7.191341,18,32.843534
-6.583129,17,32.896428
-5.004261,18,32.951793
-5.81769,17,33.003865
-7.865361,18,33.059289
-6.714205,17,33.4428
-8.381994,18,33.499343
-7.698014,18,33.554825
-6.856107,18,33.610014
-7.428808,18,33.66526
-10.142378,19,33.724185
-5.441319,17,33.776043
-7.50081,19,33.834188
-8.520984,18,33.889452
-8.592791,18,33.945
-5.895896,18,34.000483
-8.090661,18,34.055383
-6.943652,17,34.107831
-6.326287,17,34.160432
-7.143774,17,34.212754
-6.027655,18,34.267798
-5.587809,17,34.32022
-8.547196,18,34.375586
-7.971462,19,34.433941
-7.323189,18,34.489264
-8.647203,18,34.545072
-8.743828,18,34.600802
-9.449374,19,34.659008
-7.421139,18,34.714614
-6.203205,17,34.766976
-8.400622,19,34.825087
-6.667425,18,34.880177
-8.521319,19,34.93903
-8.740754,18,34.994451
-7.756157,18,35.731198
-7.306091,18,35.78719
-7.719424,18,35.84346
-5.664485,17,35.896796
-7.777033,19,35.956984
-7.653187,18,36.013801
-7.223707,18,36.40963
-6.753127,18,36.466879
-6.410911,17,36.52087
-7.978762,18,36.578034
-7.290393,17,36.631907
-7.853125,19,36.69172
-8.850297,19,36.752592
-8.850925,19,36.812994
-8.169612,18,36.869758
-6.943915,19,36.930421
-8.364684,18,36.987795
-7.168954,17,37.041694
-5.141447,17,37.095306
-9.573792,19,37.155843
-7.141046,18,37.213099
-8.074804,19,37.273054
-8.650732,18,37.330373
-8.0808,18,37.387865
-8.589968,19,37.447726
-7.164569,19,37.507548
-6.977669,18,37.564767
-9.477591,19,37.624967
-6.387526,18,37.682063
-7.949627,19,37.742339
-6.733181,18,37.799884
-8.691323,18,37.857136
-7.503899,19,37.916837
-6.045593,17,37.971035
-8.68516,18,38.028479
-7.125555,18,38.085637
-7.102486,18,38.142756
-6.830809,18,38.200347
-7.520495,18,38.257615
-6.056363,18,38.315103
-6.397503,19,38.717852
-6.767327,18,38.776075
-7.881831,18,38.834776
-10.114983,19,38.895109
-8.444635,18,38.951537
-7.458975,19,39.011326
-8.078819,18,39.068178
-8.132002,18,39.124653
-6.545628,17,39.17896
-9.251678,19,39.238876
-6.311552,18,39.295817
-7.954654,18,39.352847
-8.477171,18,39.410559
-5.705688,18,39.467599
-8.340788,18,39.524516
-8.057908,18,39.581804
-5.885288,18,40.361516
-7.437192,18,40.419056
-8.253028,18,40.476502
-5.809941,18,40.533544
-7.134395,19,40.594654
-7.356057,17,40.648703
-8.081488,18,40.713843
-6.401076,17,40.767461
-8.26252,19,40.828357
-8.494478,18,40.886132
-8.864744,19,40.946562
-9.271117,19,41.007834
-7.181107,17,41.062339
-6.594101,19,41.122601
-7.451953,18,41.180143
-8.556466,19,41.241298
-7.641297,18,41.29842
-8.26548,18,41.355701
-5.413762,18,41.751884
-6.984378,18,41.809752
-8.601857,19,41.869709
-8.771984,18,41.926946
-8.805646,19,41.987186
-8.469127,18,42.044772
-7.863967,18,42.101686
-6.908421,18,42.158896
-6.535503,18,42.216595
-8.487718,18,42.274044
-9.394009,19,42.334242
-6.75142,18,42.391517
-9.839391,19,42.452801
-8.512484,18,42.510753
-8.008548,18,42.568719
-8.608569,18,42.626796
-7.446901,17,42.681688
-8.349732,18,42.739213
-7.087714,18,42.796681
-6.666548,18,42.854781
-7.071407,18,42.912948
-7.188509,18,42.970873
-7.707672,19,43.032793
-6.353282,18,43.091128
-6.121112,17,43.145805
-7.871493,18,43.203156
-8.101718,18,43.260753
-7.93336,18,43.31809
-8.111914,18,43.375524
-7.778801,18,43.433502
-8.850272,18,43.491128
-6.488204,17,43.545208
-7.103211,17,43.599959
-7.569171,18,43.65864
-7.24977,18,43.71616
-5.541704,18,44.115265
-5.871672,18,44.17316
-6.997596,18,44.231132
-6.519753,17,44.286141
-6.623842,18,44.94215
-7.9605,18,44.99984
-6.792895,18,45.057671
-8.673564,18,45.115811
-6.632563,18,45.173592
-7.837657,18,45.231468
-8.901359,19,45.293204
-6.396113,18,45.350813
-9.033209,19,45.4123
-8.555741,19,45.474311
-6.168057,18,45.532439
-8.381804,18,45.590422
-6.594383,19,45.651248
-8.67334,18,45.709265
-5.236041,18,45.767281
-7.681686,18,45.824962
-7.395823,18,45.883139
-8.507727,18,45.941051
-9.536295,19,46.002105
-8.089904,18,46.060042
-6.809828,18,46.117934
-7.776475,19,46.178835
-7.999293,18,46.235898
-5.329714,18,46.293677
-7.013243,18,46.35129
-7.498442,18,46.408942
-8.380479,18,46.466758
-6.777724,19,46.528206
-8.045178,18,46.585752
-7.320139,17,46.640215
-7.918886,18,46.697873
-9.504546,19,47.101542
-8.548319,18,47.159586
-9.224314,19,47.220456
-5.931785,18,47.278009
-9.545807,19,47.338857
-6.61683,17,47.393736
-8.581731,18,47.451259
-7.613063,18,47.509342
-6.702759,17,47.564173
-6.113282,19,47.624991
-5.2031,17,47.679179
-7.139927,19,47.740544
-7.568896,19,47.801035
-7.61815,18,47.858423
-8.447538,18,47.916715
-7.155019,18,47.974566
-7.183752,18,48.032743
-9.376788,19,48.09359
-8.754414,18,48.151575
-7.682699,18,48.208736
-9.043308,19,48.269584
-6.394491,19,48.331145
-4.718503,17,48.385985
-6.467017,19,48.447236
-5.806423,17,48.502085
-8.479815,18,49.195197
-9.579143,19,49.254581
-9.155108,19,49.315286
-7.222779,18,49.372804
-8.426456,19,49.433535
-6.381788,18,49.490605
-8.180571,18,49.548813
-7.343321,18,49.606323
-8.646984,18,49.663796
-7.173781,18,50.046703
-8.684649,19,50.107831
-4.902566,17,50.162721
-6.79536,19,50.223713
-7.942472,19,50.285188
-5.002857,17,50.339807
-8.144718,19,50.4012
-9.512085,19,50.462252
-6.576731,17,50.516568
-8.860582,19,50.577599
-6.614595,17,50.632175
-9.314697,19,50.692803
-7.95909,18,50.752378
-8.478791,18,50.810681
-5.677364,17,50.864818
-9.081024,19,50.925765
-8.832772,18,50.984511
-7.082538,19,51.045202
-7.427678,18,51.103132
-8.097212,18,51.161495
-8.448679,18,51.219062
-7.228513,18,51.276529
-7.661336,18,51.334738
-7.227882,18,51.393247
-9.577265,19,51.453963
-5.92959,18,51.511805
-5.836246,18,51.570489
-6.958461,17,51.625426
-8.342189,18,51.68287
-4.78088,17,51.737072
-6.101335,17,51.792031
-6.368017,18,51.850128
-8.497379,19,51.910916
-7.058797,18,51.968793
-7.208047,18,52.483196
-7.342993,18,52.541528
-7.912656,18,52.599692
-9.173461,18,52.657674
-7.502873,17,52.712025
-9.241863,19,52.773526
-7.934459,18,52.831931
-7.403635,18,52.890016
-7.612028,18,52.948164
-9.01473,18,53.00662
-7.256458,19,53.068054
-7.050502,17,53.122587
-7.400602,18,53.180715
-7.710578,18,53.238823
-6.388739,18,54.071361
-7.878532,18,54.127277
-9.529908,19,54.187003
-8.473718,19,54.247494
-6.737717,18,54.304554
-6.228747,17,54.358378
-6.883736,18,54.415966
-6.339887,17,54.47068
-7.345603,18,54.528374
-8.614313,18,54.586118
-7.798221,18,54.644736
-7.150355,17,54.699207
-7.159166,19,54.759481
-6.537502,17,54.8142
-6.268236,18,54.871632
-8.414246,18,54.928626
-8.261555,18,54.985554
-5.46083,17,55.0404
-8.783593,18,55.098109
-6.020564,17,55.152654
-7.162804,18,55.210429
-8.111842,18,55.590544
-7.274155,17,55.646034
-7.135682,17,55.700383
-5.541621,17,55.759607
-8.823058,19,55.820817
-7.024371,18,55.878905
-5.985845,18,55.936466
-7.678328,18,55.994003
-7.484936,18,56.052812
-7.234393,18,56.110127
-7.096816,17,56.164157
-8.89734,18,56.221828
-6.811014,18,56.279541
-7.598678,18,56.336327
-7.42656,19,56.396678
-8.414116,18,56.454925
-8.724894,19,56.516062
-7.102089,17,56.570358
-8.682056,18,56.62852
-7.944321,18,56.6868
-6.808035,17,56.741583
-5.400899,18,56.799103
-7.358899,17,56.853959
-6.831725,17,56.908136
-8.453291,19,56.968904
-9.489482,19,57.030413
-6.70926,18,57.088069
-6.884189,17,57.142635
-7.997675,19,57.203826
-6.003592,17,57.258869
-7.956225,19,57.32008
-6.721701,18,57.377707
-6.109587,18,57.435417
-6.653654,17,57.490029
-8.992058,19,57.551169
-4.633905,17,57.929501
-7.998727,18,58.660961
-5.485468,17,58.715446
-7.331955,18,58.773011
-6.175602,17,58.827701
-6.320558,17,58.883285
-8.248258,19,58.944154
-9.42984,19,59.004992
-8.196044,19,59.066523
-9.098505,19,59.128309
-8.010299,18,59.186606
-8.099461,18,59.244495
-5.642294,18,59.302737
-8.330767,18,59.360259
-6.614363,17,59.414808
-7.286945,18,59.472965
-6.432486,17,59.528372
-7.010628,18,59.585769
-8.489586,18,59.64335
-6.372913,17,59.698795
-5.142232,17,59.753412
-7.896421,18,59.810973
-9.512403,19,59.872269
-7.987398,18,59.931158
-6.220252,18,59.989094
-5.446302,18,60.047288
-5.548716,17,60.102384
-8.515308,19,60.163392
-8.37251,18,60.220959
-7.007341,17,60.275763
-5.950101,17,60.330945
-6.698038,17,60.385744
-12.393121,18,60.443498
-6.281841,18,60.502034
-6.11964,17,60.556997
-6.968363,17,60.937527
-6.191294,17,60.993501
-7.307429,17,61.04871
-6.567708,18,61.106804
-8.658568,18,61.165162
-4.855354,17,61.220375
-7.04189,17,61.275239
-8.42541,18,61.333655
-5.305619,17,61.388744
-7.640619,17,61.443709
-9.03821,19,61.504884
-5.976274,17,61.560071
-7.73121,18,61.618159
-8.435991,18,61.67569
-7.286321,18,61.733716
-4.954604,17,61.788557
-8.618734,18,61.846833
-5.558589,17,61.901475
-6.577878,18,61.95958
-8.549411,18,62.017697
-8.278254,18,62.075444
-7.862396,18,62.134273
-5.215695,17,62.189175
-8.375214,18,62.247126
-8.58313,18,62.927507
-7.136953,18,62.986297
-6.163857,18,63.044398
-8.582015,18,63.102204
-7.53647,18,63.160673
-7.448898,18,63.218243
-8.359954,18,63.275236
-8.071045,18,63.332703
-5.862111,17,63.387434
-5.262209,17,63.441373
-7.362791,17,63.495658
-8.65579,18,63.553583
-8.630752,18,63.935105
-8.060076,18,63.992945
-6.410606,18,64.050303
-8.167312,18,64.107814
-6.825014,17,64.162544
-7.334674,17,64.217196
-6.950679,17,64.271397
-7.162774,18,64.328704
-6.487731,18,64.385929
-8.515262,18,64.443394
-8.715217,18,64.501578
-7.307475,18,64.562604
-7.337072,18,64.620814
-6.206963,17,64.675639
-7.949691,18,64.733528
-7.837963,18,64.791443
-5.886367,18,64.849175
-6.050129,17,64.904198
-7.794396,18,64.962107
-6.824704,18,65.02178
-9.960212,19,65.081257
-7.272787,17,65.134345
-5.08349,17,65.187644
-5.542118,17,65.240847
-8.318698,18,65.29679
-6.783128,17,65.349592
-6.675378,17,65.403349
-6.146863,18,65.459603
-7.102537,18,65.515951
-7.60015,18,65.572313
-7.055225,17,65.625521
-6.371554,17,65.678553
-8.602587,19,65.737818
-7.143556,17,65.798083
-5.919501,18,65.854104
-5.329359,17,66.22244
-7.830481,18,66.279116
-9.266904,19,66.338317
-5.974142,18,66.394573
-7.137261,17,66.447827
-4.363299,17,66.500823
-5.164262,17,66.553652
-8.273675,18,66.610023
-7.428161,18,66.666099
-6.797916,17,66.718753
-7.232039,17,66.771381
-8.146045,18,67.486552
-5.923058,17,67.538707
-8.647893,18,67.59453
-6.482593,17,67.647345
-7.898231,18,67.703305
-8.054609,18,67.758918
-7.113086,19,67.817581
-5.989093,18,67.873507
-5.820423,17,67.926337
-9.021687,19,67.985079
-7.947536,18,68.042144
-7.933174,18,68.098273
-5.40184,18,68.153923
-6.635707,18,68.209295
-7.208187,19,68.268096
-6.456902,17,68.320528
-5.056072,17,68.372807
-6.893092,18,68.429016
-7.099239,17,68.48176
-7.791112,18,68.537155
-9.026705,19,68.59567
-5.924861,17,68.648701
-6.032758,17,68.701323
-7.349631,18,68.756783
-6.926569,17,69.125394
-8.257489,18,69.182178
-5.683692,17,69.235654
-6.370637,18,69.291852
-7.402457,17,69.344531
-5.670127,18,69.400529
-8.206574,18,69.45717
-5.931605,17,69.510145
-7.646433,19,69.569173
-7.258684,18,69.624771
-7.520185,17,69.67808
-5.824385,17,69.730422
-8.462552,19,69.789072
-6.100838,17,69.841635
-6.570664,17,69.895116
-8.299301,18,69.950601
-7.338034,18,70.006356
-6.611196,17,70.059793
-7.000711,18,70.115743
-6.129933,17,70.16828
-8.778058,18,70.224143
-7.185507,18,70.279994
-9.625123,19,70.338656
-5.635111,18,70.394031
-7.675875,18,70.449763
-7.17585,18,70.505559
-7.631234,18,70.561233
-6.97752,17,70.613691
-7.337988,17,70.666637
-9.351656,19,70.725396
-7.559015,18,70.782266
-7.941843,18,70.838235
-8.24723,18,70.894323
-7.540201,19,71.643067
-6.737221,17,71.698157
-7.666829,18,72.080921
-8.006599,18,72.139444
-7.169146,19,72.200977
-5.588852,17,72.255887
-8.2616,18,72.314325
-9.430149,20,72.378829
-7.400821,17,72.43348
-5.499462,17,72.488525
-7.674394,18,72.546399
-6.840767,17,72.601068
-6.443727,17,72.656058
-6.298514,17,72.711311
-6.060569,18,72.769005
-8.294859,18,72.826132
-7.685747,18,72.88362
-6.378174,18,72.941561
-6.510913,17,72.995817
-5.30589,17,73.049932
-6.408331,17,73.104519
-6.556738,18,73.162004
-5.877089,17,73.216696
-6.597297,17,73.271298
-5.987897,17,73.326242
-6.000262,17,73.38087
-8.459915,18,73.438674
-5.13845,17,73.492924
-6.440444,18,73.550879
-8.195142,18,73.608498
-7.231995,18,73.66559
-8.070565,18,73.723772
-7.380512,18,73.781382
-5.820246,18,73.838408
-5.979319,17,73.892442
-4.891669,17,73.946964
-6.206261,18,74.004503
-8.408262,18,74.061504
-8.75904,19,74.54947
-6.395715,18,74.606939
-8.458724,18,74.664268
-9.144994,19,74.724758
-6.115795,17,74.779172
-7.265993,18,74.836516
-5.99138,17,74.890386
-8.350319,18,74.947793
-7.333963,18,75.005028
-8.213162,18,75.062482
-8.074136,18,75.119829
-7.584716,18,75.177272
-7.089361,18,75.234787
-6.114378,17,75.289091
-4.914759,17,75.343718
-6.683034,17,75.397846
-4.45568,17,75.452097
-5.848717,17,75.506135
-8.17978,18,75.563572
-6.932896,18,75.620794
-6.378025,17,76.312668
-7.176162,17,76.36668
-7.795983,18,76.422776
-6.590694,17,76.475551
-8.159272,18,76.531277
-8.660983,20,76.593591
-7.267021,18,76.649248
-9.123763,19,76.708123
-6.627191,18,76.764325
-8.548699,19,76.823497
-8.028812,18,76.879669
-6.55774,17,76.933192
-8.541371,18,76.989497
-5.999824,18,77.045255
-8.024194,18,77.101
-8.727228,19,77.477522
-8.161387,18,77.53354
-7.497833,17,77.586707
-6.370899,17,77.639479
-8.699108,18,77.69532
-7.380988,17,77.748175
-6.115941,18,77.804502
-7.96341,18,77.859997
-7.795132,18,77.915881
-5.305973,17,77.969501
-6.099011,17,78.022779
-5.069466,17,78.075376
-6.151089,18,78.131299
-8.340532,18,78.187604
-5.363711,17,78.240162
-7.197486,17,78.292546
-8.45417,19,78.351642
-5.725327,18,78.407648
-6.955372,17,78.460314
-8.495155,18,78.515791
-7.137182,17,78.56872
-7.610386,18,78.624352
-6.746018,18,78.67993
-7.192835,17,78.732271
-8.250714,18,78.788698
-8.291869,18,78.844519
-8.046821,18,78.899918
-5.649622,18,78.956015
-9.088086,19,79.015356
-7.006585,19,79.074095
-6.036731,17,79.126651
-7.798511,18,79.182892
-7.336049,18,79.238819
-6.742229,17,79.291675
-6.636246,17,79.344186
-5.175757,17,79.711601
-8.090786,18,79.768427
-6.160565,18,79.825036
-5.569831,17,79.877631
-6.774503,18,79.933429
-8.942466,18,79.989901
-7.483842,18,80.045624
-6.321961,18,80.101118
-6.216817,17,80.751351
-7.881073,18,80.808216
-6.817762,18,80.864179
-8.190092,18,80.919947
-7.338648,19,80.978845
-6.233635,17,81.032447
-5.931007,18,81.088464
-5.191486,17,81.14135
-6.054926,18,81.197896
-8.13636,18,81.25405
-7.650655,18,81.310324
-7.325799,17,81.367781
-8.124684,18,81.42448
-6.117617,17,81.477377
-4.995205,17,81.530171
-5.025402,17,81.582566
-7.662343,18,81.639123
-6.919279,17,81.691944
-6.689934,18,81.747354
-6.564702,17,81.800454
-6.84764,17,81.853816
-5.992266,17,81.9064
-4.459873,17,81.958934
-8.553502,18,82.015208
-7.390669,17,82.067967
-6.907759,17,82.120037
-7.416817,18,82.175315
-7.104714,17,82.228513
-7.705709,18,82.600908
-7.004089,17,82.654317
-7.343779,18,82.709957
-6.904946,18,82.765469
-8.761294,19,82.825063
-8.976684,19,82.884147
-5.999841,17,82.93686
-7.629297,18,82.992541
-6.632774,18,83.049047
-6.895471,17,83.101492
-4.898527,17,83.154142
-6.574237,17,83.206654
-7.835463,18,83.263344
-5.919262,17,83.316124
-8.058328,18,83.3721
-7.744021,19,83.431529
-5.683411,17,83.484303
-8.66218,18,83.539958
-6.514453,17,83.592516
-9.700188,19,83.651765
-5.912008,17,83.704551
-5.722656,17,83.756999
-8.107951,18,83.812752
-7.283124,18,83.869136
-6.075115,17,83.921666
-6.58221,17,83.974268
-6.891202,18,84.03004
-7.150433,19,84.088975
-7.2153,17,84.141563
-5.36451,18,84.196948
-5.624585,17,84.975376
-5.233191,17,85.028237
-5.612342,17,85.081677
-6.09921,17,85.134286
-6.151978,18,85.190061
-6.026838,17,85.556866
-7.71503,18,85.612985
-5.173709,18,85.669136
-7.176558,18,85.724655
-8.072932,19,85.782891
-5.870923,18,85.839063
-8.042013,18,85.895028
-5.214145,17,85.947408
-6.079054,17,85.999782
-6.366819,18,86.055609
-8.395036,18,86.11157
-7.660541,18,86.16697
-6.434748,17,86.219066
-7.160996,18,86.275093
-4.940706,17,86.327602
-7.361081,18,86.387561
-6.054681,17,86.440034
-5.473757,17,86.492902
-6.194006,17,86.545437
-5.574009,17,86.597799
-5.924924,17,86.650099
-5.773172,17,86.702994
-5.245991,17,86.755293
-8.815108,18,86.810728
-7.739261,18,86.865915
-6.518543,18,86.922422
-5.71786,17,86.975088
-5.529868,17,87.027749
-6.035933,18,87.084036
-7.434708,18,87.139924
-6.714439,17,87.192381
-6.755479,17,87.244758
-8.527525,18,87.301146
-5.693102,18,87.356882
-7.380822,18,87.412437
-4.710303,17,87.465296
-6.740891,19,87.838031
-6.230062,17,87.891358
-7.027532,17,87.944141
-7.191729,18,87.999885
-5.357295,18,88.055688
-6.144614,17,88.10891
-5.759691,17,88.161344
-6.20356,17,88.213534
-4.787749,17,88.266018
-6.010488,17,88.31945
-5.913056,18,88.374829
-7.333165,18,88.42999
-7.777111,19,88.488994
-5.272987,17,88.541987
-5.616634,18,88.597606
-5.98152,18,88.652928
-6.049568,18,88.708924
-8.382778,19,89.540449
-5.728485,17,89.593891
-6.307166,17,89.648039
-6.642896,17,89.7027
-7.200438,17,89.757213
-6.557298,18,89.81512
-6.16828,17,89.869953
-8.096539,18,89.928324
-5.392138,17,89.983049
-8.347204,18,90.041195
-6.591179,17,90.095573
-8.451457,18,90.154173
-4.561085,17,90.208928
-7.842467,18,90.26691
-7.177745,18,90.325723
-5.042873,17,90.380996
-7.186175,18,90.439101
-7.249767,18,90.496839
-4.474336,17,90.878583
-6.059567,17,90.934524
-6.507984,17,90.989888
-6.084156,17,91.044729
-5.851,17,91.099162
-6.262741,18,91.158868
-7.842461,18,91.216972
-6.739743,17,91.272228
-5.71617,17,91.327602
-6.305699,18,91.388736
-8.771855,18,91.446736
-8.373337,18,91.504729
-8.862543,18,91.56293
-6.672092,17,91.618437
-7.16717,17,91.673363
-8.836587,19,91.734614
-4.704467,17,91.790007
-5.544402,18,91.848055
-6.861718,17,91.902831
-7.061624,17,91.95803
-7.102778,18,92.016373
-8.374262,18,92.074651
-5.591269,17,92.129378
-7.353825,18,92.188116
-5.449429,17,92.243181
-5.241866,17,92.298206
-6.942597,18,92.356922
-6.708337,17,92.411852
-8.29298,18,92.470457
-7.288052,17,92.525297
