#{"t_start": 1762492845.323676, "env_id": "None"}
r,l,t
-7.622921,18,19.478818
-6.185985,17,19.879504
-7.366363,18,19.936383
-6.865782,18,19.993766
-8.652467,18,20.050116
-6.190982,18,20.106402
-7.274896,18,20.163088
-8.202267,18,20.220157
-5.832714,18,20.276749
-7.733484,18,20.333422
-8.265472,18,20.390711
-5.159172,17,20.444419
-9.743563,19,20.504585
-8.510412,19,20.564671
-6.52842,17,20.618167
-8.116031,18,20.675003
-7.008775,19,20.734901
-8.218332,20,20.798877
-8.177555,18,20.855608
-7.324679,18,20.911991
-4.79264,18,20.969274
-6.201328,17,21.023186
-5.57739,18,21.07946
-5.435781,17,21.132759
-8.156595,18,21.189471
-8.99258,19,21.249189
-8.126194,18,21.305844
-6.993013,18,21.361919
-9.541287,19,21.422112
-7.245526,19,21.4817
-8.936306,19,21.541115
-9.562653,19,21.601213
-6.891435,19,21.660651
-7.692186,18,22.349935
-8.567744,18,22.40771
-6.028351,19,22.797871
-8.554275,18,22.854707
-8.288829,18,22.911102
-6.931869,18,22.966808
-8.548085,18,23.023275
-5.828931,17,23.075396
-8.548661,19,23.133874
-7.105105,18,23.189907
-9.437955,19,23.249001
-6.482029,18,23.304258
-8.251957,19,23.362694
-9.795273,19,23.422388
-7.506322,18,23.477543
-6.155193,17,23.53055
-7.13971,17,23.582862
-7.989786,18,23.638729
-9.171825,20,23.699566
-8.516704,18,23.754793
-7.711964,18,23.810816
-9.781722,19,23.869056
-6.249103,18,23.924585
-8.373255,19,23.982821
-6.827607,19,24.042195
-9.493921,19,24.100282
-6.608887,18,24.15529
-8.023836,18,24.210655
-8.39525,18,24.266238
-7.620538,18,24.321382
-9.384192,20,24.382702
-6.062298,18,24.438571
-8.449269,18,24.493982
-7.113299,19,24.552433
-8.615462,18,24.607523
-7.14749,18,24.663623
-6.551914,18,24.718659
-8.153467,19,25.109235
-7.119362,17,25.161288
-6.005742,18,25.216401
-8.383562,19,25.275083
-5.750039,17,25.32696
-8.768782,18,25.382199
-6.850169,18,25.443686
-7.736212,18,25.498912
-7.316306,18,25.553951
-7.719415,19,25.612486
-7.727875,19,25.671277
-6.286165,18,25.725873
-9.606054,19,25.783865
-7.971684,18,25.839247
-7.354691,19,25.89778
-7.547902,18,25.95262
-7.460684,18,26.007694
-7.038398,17,26.060168
-6.346959,18,26.115268
-6.526713,18,26.81312
-6.941943,18,26.870182
-6.846106,18,26.927276
-7.05871,17,26.980976
-6.724965,17,27.035178
-6.371276,17,27.089403
-8.334284,18,27.146353
-7.446972,19,27.20647
-6.656359,18,27.263912
-7.585803,17,27.318204
-7.427454,18,27.375866
-9.223681,19,27.436948
-8.871222,19,27.497721
-5.289829,18,27.554584
-7.948455,18,27.611122
-7.400907,18,28.009008
-7.610129,18,28.0676
-8.218447,18,28.124986
-8.944949,19,28.185266
-6.771569,18,28.242898
-8.721505,18,28.300712
-7.061398,18,28.358069
-7.340127,18,28.415262
-7.957473,19,28.476148
-8.165303,18,28.533443
-6.665425,18,28.591031
-9.549348,19,28.651628
-8.475412,18,28.709274
-4.695002,17,28.76333
-8.601567,18,28.82057
-8.867076,18,28.878834
-8.898073,18,28.936557
-6.890832,17,28.990875
-6.893502,18,29.047856
-9.169928,18,29.105169
-8.125575,18,29.162081
-6.918928,18,29.219217
-8.154332,18,29.27684
-6.46676,18,29.334122
-7.855638,18,29.391639
-9.579588,19,29.452056
-10.041837,19,29.51285
-8.315915,18,29.570367
-7.265093,18,29.627381
-8.323178,18,29.685068
-8.52178,18,29.742296
-9.111509,19,29.803017
-7.55825,18,29.859837
-8.7522,19,29.920825
-11.194687,20,29.98394
-9.254543,19,30.531505
-8.658076,18,30.587389
-7.696974,18,30.643193
-8.135522,18,30.699551
-8.237843,18,30.755403
-4.1524,17,30.807946
-7.677126,18,31.566037
-6.771089,18,31.621698
-7.609219,18,31.677115
-8.324137,18,31.733094
-7.518593,19,31.791371
-8.695824,18,31.846531
-8.953732,19,31.905305
-8.910313,19,31.963371
-7.4092,18,32.018795
-7.082651,18,32.074226
-7.805722,19,32.13292
-7.881695,18,32.188906
-8.487516,18,32.243978
-8.446148,18,32.299477
-7.526496,18,32.355001
-9.368635,19,32.413501
-7.521934,17,32.465702
-8.665765,18,32.521662
-7.967992,18,32.57698
-8.411803,18,32.63194
-8.059988,18,32.687499
-8.772258,18,32.743541
-9.10997,19,32.80238
-12.67367,19,32.860512
-7.218723,18,32.916277
-7.970359,18,32.97168
-6.787009,19,33.030252
-7.748446,18,33.08572
-8.033685,18,33.47227
-7.565083,18,33.528949
-5.917604,18,33.584184
-8.180334,18,33.639374
-7.096143,19,33.697716
-7.191098,18,33.753536
-8.625715,18,33.80869
-5.73016,18,33.863579
-8.34099,19,33.922202
-8.581593,19,33.980845
-8.413832,18,34.036013
-7.633099,19,34.093762
-7.054224,18,34.149607
-8.42939,18,34.205346
-5.773252,18,34.260549
-6.573652,18,34.315639
-5.982547,18,34.371191
-6.360822,18,34.426575
-8.379634,18,34.481704
-7.812305,18,34.537518
-8.328963,18,34.593352
-7.249494,18,34.648625
-9.40781,19,34.707022
-8.842885,18,34.762603
-8.175925,19,34.820978
-5.392677,17,34.872911
-9.591514,19,34.931295
-8.567158,18,34.986896
-6.427234,19,35.7204
-8.047749,18,35.782581
-8.692252,18,35.838559
-7.20444,19,35.897766
-7.338074,17,35.951615
-6.491805,18,36.008826
-9.782151,19,36.40719
-7.671894,20,36.470929
-6.098621,17,36.524663
-8.44269,18,36.582192
-8.088884,18,36.639113
-4.584657,17,36.692952
-8.156205,19,36.753441
-5.905034,17,36.807558
-7.234742,17,36.86141
-7.186364,17,36.915199
-8.608458,18,36.972914
-8.782758,18,37.029967
-6.719461,18,37.086813
-8.319138,18,37.143672
-8.65476,19,37.204135
-8.406403,19,37.264588
-6.194756,18,37.32169
-9.721518,19,37.382427
-8.897836,18,37.439446
-6.374286,18,37.496124
-7.238301,18,37.552551
-7.286267,18,37.610112
-4.905923,17,37.66407
-8.737555,18,37.720926
-8.23259,18,37.778094
-7.508719,18,37.83582
-8.186139,18,37.892819
-8.803011,18,37.949548
-7.971048,18,38.007056
-6.171895,18,38.064507
-8.459848,19,38.124596
-8.564052,18,38.182039
-8.286047,18,38.239489
-6.722595,18,38.296534
-7.6481,18,38.353964
-8.538047,18,38.753758
-7.342547,17,38.80888
-7.995217,18,38.867569
-8.194339,18,38.924521
-9.591901,19,38.984151
-8.726009,18,39.040774
-9.916451,19,39.100669
-8.600631,19,39.160309
-8.42034,18,39.217681
-8.801921,18,39.274608
-7.783552,18,39.331611
-5.432626,18,39.389026
-10.297072,20,39.45256
-7.002904,19,39.51268
-8.322796,18,39.56969
-6.917661,17,39.623785
-6.242659,17,40.40057
-7.53422,18,40.458182
-5.610315,17,40.512304
-8.238759,18,40.56946
-6.837338,17,40.624322
-7.27914,19,40.684654
-7.96694,18,40.749508
-8.704596,18,40.806688
-7.755679,19,40.867505
-7.673206,18,40.925005
-5.887114,17,40.979327
-9.06293,19,41.040512
-6.486757,19,41.101333
-7.482905,18,41.158221
-8.005675,18,41.216147
-7.924202,18,41.27399
-6.617175,19,41.334141
-8.257024,18,41.391585
-7.090793,18,41.787643
-6.899672,18,41.845547
-7.265795,18,41.902318
-8.15945,19,41.962724
-7.064179,17,42.01674
-6.699776,17,42.071175
-7.142951,18,42.128195
-6.712526,17,42.181921
-8.12107,18,42.239577
-7.563561,18,42.297016
-8.206235,18,42.354184
-8.654814,18,42.411446
-5.446375,17,42.466635
-8.79163,18,42.524465
-7.342406,18,42.582254
-7.967814,19,42.643483
-6.988876,18,42.701599
-5.965723,18,42.759259
-8.940853,18,42.816463
-7.841706,18,42.874491
-9.113873,18,42.932632
-8.095083,18,42.990483
-7.826633,18,43.049335
-8.307578,19,43.110857
-8.771811,18,43.168709
-8.015178,18,43.226009
-5.984806,17,43.280562
-6.66668,17,43.334918
-8.008879,18,43.392095
-7.535527,17,43.446755
-7.256698,17,43.501383
-7.900394,19,43.561988
-8.01597,18,43.619804
-7.038052,17,43.67526
-6.814442,18,43.732936
-5.813099,17,44.128411
-5.228943,17,44.183405
-8.308742,18,44.240983
-8.77909,19,44.30249
-8.720055,18,44.958776
-6.482723,18,45.016329
-7.375886,19,45.07749
-6.030883,17,45.132456
-9.431299,19,45.193322
-8.465762,18,45.251147
-7.693137,18,45.309769
-7.367123,19,45.370725
-7.589065,18,45.429177
-6.911444,17,45.484156
-7.395232,18,45.542686
-8.28834,19,45.603749
-6.576481,18,45.661051
-8.084838,18,45.719188
-7.48376,18,45.777164
-9.370452,19,45.83831
-7.913156,18,45.89647
-7.13975,17,45.951308
-7.36806,19,46.012371
-8.146054,18,46.07005
-8.533833,18,46.128234
-8.619251,18,46.185948
-8.508133,18,46.243073
-7.791255,18,46.3007
-6.527842,17,46.35504
-8.640401,19,46.415965
-7.71196,18,46.473524
-7.859122,19,46.53518
-8.399814,18,46.59258
-6.896596,17,46.647232
-9.631403,19,46.708097
-6.951039,18,47.108086
-7.813736,19,47.169715
-6.937557,17,47.224186
-8.273496,18,47.281919
-6.333107,18,47.339602
-6.26611,17,47.394337
-7.247558,18,47.452102
-7.363193,18,47.509856
-7.693059,18,47.568022
-7.411664,17,47.622245
-8.575455,19,47.683092
-8.0332,18,47.741184
-6.943739,19,47.801893
-8.848807,18,47.859277
-6.066027,18,47.917131
-7.634867,18,47.975313
-8.133351,18,48.033466
-8.52921,18,48.091238
-8.760835,19,48.152436
-7.080708,18,48.209811
-6.766212,18,48.267113
-6.910444,17,48.322168
-7.960971,18,48.380156
-7.212728,17,48.435197
-7.656734,19,48.496144
-9.813303,20,48.561173
-8.65945,18,49.252589
-7.437068,19,49.313102
-7.864946,18,49.370797
-7.598496,18,49.428135
-7.426669,18,49.485211
-8.648157,19,49.546268
-5.356823,18,49.604059
-7.122719,18,49.661334
-8.321148,18,50.043353
-7.660736,19,50.10547
-6.409938,18,50.163503
-8.81759,19,50.224584
-8.90252,19,50.285702
-5.978746,17,50.340267
-7.22816,19,50.401743
-6.428777,18,50.459511
-9.011191,19,50.520255
-9.697301,19,50.581186
-6.270571,18,50.639099
-5.984565,18,50.696532
-6.877971,17,50.752563
-6.376758,17,50.807846
-9.016704,18,50.865608
-7.030342,18,50.923254
-6.849485,19,50.9845
-9.217744,19,51.045686
-8.92228,18,51.103675
-8.964619,19,51.164626
-8.451592,18,51.222885
-8.240951,18,51.280169
-6.444144,18,51.338154
-8.587679,18,51.396575
-8.800639,19,51.457468
-6.793609,18,51.515271
-8.972333,18,51.573672
-8.33805,18,51.632102
-5.876244,18,51.689651
-9.101747,19,51.750251
-6.15806,17,51.805236
-9.531583,19,51.866726
-5.625939,17,51.920818
-8.363216,18,51.978645
-7.046308,18,52.036652
-5.726425,17,52.548368
-5.465861,17,52.603052
-6.810909,17,52.657817
-8.097192,18,52.715712
-7.227041,19,52.776643
-6.228011,17,52.83223
-6.431527,18,52.890309
-7.27854,18,52.94832
-7.231824,17,53.003789
-6.456124,17,53.058769
-7.043955,18,53.116948
-8.024139,18,53.174515
-7.300314,17,53.229559
-8.676151,19,54.065883
-6.465534,19,54.125375
-7.243299,18,54.181633
-7.203281,18,54.23897
-6.785834,18,54.296075
-8.692925,18,54.352983
-7.086813,17,54.406755
-6.574706,18,54.464752
-6.937523,17,54.519495
-4.5043,17,54.573679
-7.707769,18,54.632078
-8.15674,18,54.690127
-5.024253,17,54.744334
-8.241167,18,54.801651
-6.002735,17,54.856315
-6.138054,17,54.910348
-7.400761,18,54.967386
-8.348546,18,55.024592
-6.564589,18,55.082412
-9.218323,19,55.143156
-7.015576,17,55.1979
-6.811094,18,55.255824
-9.59082,19,55.63955
-7.163054,17,55.694415
-7.392673,17,55.749178
-5.313681,18,55.81163
-6.332605,18,55.869656
-7.806363,18,55.927401
-7.073262,17,55.981718
-7.992743,18,56.039784
-5.676159,18,56.09815
-6.473278,18,56.155325
-7.582901,17,56.209561
-8.656301,18,56.267526
-7.002736,17,56.32174
-5.784816,18,56.378518
-5.446251,17,56.432724
-7.610262,18,56.491178
-7.815762,18,56.548907
-5.957842,18,56.606555
-6.167816,17,56.661542
-9.502527,19,56.722967
-8.374613,18,56.780934
-8.848687,18,56.838551
-7.456568,17,56.893134
-5.209228,17,56.947309
-6.947709,18,57.004839
-5.483025,18,57.063079
-6.771716,17,57.117622
-7.424123,17,57.172319
-8.117112,18,57.23025
-8.942291,18,57.288556
-7.370246,18,57.346528
-7.241869,17,57.400821
-7.307419,18,57.458425
-9.345892,19,57.519556
-7.138912,17,57.574199
-7.480945,18,57.955986
-7.709485,18,58.687556
-6.526474,18,58.745112
-8.425786,18,58.802723
-6.09226,18,58.860352
-8.24874,18,58.919318
-7.132016,17,58.973778
-7.009386,18,59.031421
-8.27594,18,59.089283
-6.430775,17,59.144753
-7.93816,18,59.203068
-6.370998,17,59.257596
-4.816939,17,59.312912
-8.546358,19,59.373769
-8.172422,18,59.431447
-8.700237,18,59.489069
-7.66568,19,59.551246
-6.471033,18,59.608685
-7.385074,18,59.666459
-6.709239,18,59.725236
-6.165639,17,59.77988
-6.750774,18,59.837406
-8.331166,18,59.895117
-6.164321,18,59.953987
-7.558231,18,60.012119
-7.662664,18,60.07028
-8.30557,19,60.131942
-7.608841,18,60.18988
-9.014807,18,60.247401
-8.468841,18,60.305331
-8.64387,18,60.363915
-7.28835,18,60.42194
-7.417572,18,60.479657
-6.587006,17,60.534997
-7.373745,18,60.593104
-6.76275,17,60.974098
-5.996626,17,61.030024
-6.339984,18,61.087927
-7.771768,18,61.146363
-6.430005,17,61.201259
-5.994778,17,61.256617
-7.048355,17,61.311562
-8.820428,18,61.369993
-7.382022,17,61.424912
-4.651936,17,61.479957
-6.105588,17,61.534515
-6.148793,17,61.589746
-6.587935,18,61.647838
-8.156688,18,61.70519
-7.178015,18,61.763401
-8.638535,19,61.824986
-6.484966,17,61.87973
-8.457233,18,61.93751
-5.918496,17,61.992696
-6.042787,18,62.050797
-7.305397,19,62.111657
-6.158816,18,62.170487
-7.540384,18,62.228717
-6.975651,17,62.283361
-5.925947,18,62.963586
-6.592174,17,63.019079
-5.849935,17,63.073929
-8.426089,18,63.131843
-6.863918,18,63.190279
-6.208602,18,63.247843
-6.574644,18,63.304696
-5.866763,17,63.359185
-8.464876,18,63.416991
-8.900204,19,63.47771
-6.890039,17,63.531757
-7.992092,18,63.589586
-6.870626,18,63.971255
-5.53121,18,64.029156
-5.236594,18,64.086527
-7.085554,17,64.14071
-7.160466,18,64.198528
-6.80193,17,64.252995
-6.48006,19,64.313889
-7.505675,18,64.370751
-7.980767,18,64.428175
-6.872647,17,64.482614
-6.876008,17,64.539128
-6.456143,17,64.595608
-6.487179,17,64.650439
-9.602288,19,64.71173
-6.727266,18,64.769587
-6.962118,17,64.824532
-8.57326,18,64.882188
-6.477596,18,64.94031
-8.979044,19,65.001719
-6.90113,18,65.061045
-8.39043,18,65.116974
-8.448812,18,65.172982
-8.596973,18,65.229704
-9.181455,19,65.288953
-5.895368,17,65.341578
-7.824345,19,65.401257
-6.800997,18,65.45789
-7.750205,18,65.514244
-7.058482,17,65.567422
-6.065151,17,65.620969
-6.507129,18,65.676864
-8.683824,18,65.733186
-6.543429,18,65.795755
-5.72304,18,65.85244
-7.62543,18,65.90906
-7.369026,17,66.277281
-10.103316,19,66.336759
-7.78748,18,66.392581
-5.838451,17,66.445919
-5.855038,18,66.50216
-6.493517,17,66.554923
-8.398744,18,66.610781
-8.308378,18,66.667392
-6.585225,18,66.72319
-8.358535,18,66.77887
-5.707843,17,67.490955
-8.824171,19,67.549355
-7.134007,17,67.601994
-6.059194,18,67.657983
-8.166479,18,67.714032
-7.109661,17,67.766475
-5.915994,17,67.81913
-5.850998,17,67.871992
-8.198408,18,67.927769
-6.335447,17,67.980457
-5.794406,18,68.036659
-5.879949,17,68.090292
-6.685767,17,68.143145
-9.019277,19,68.20162
-6.913059,17,68.25425
-6.905535,18,68.309765
-8.301813,18,68.365105
-8.203397,18,68.420597
-7.173042,18,68.476873
-6.137609,18,68.532365
-7.361083,19,68.591164
-6.589902,18,68.646549
-6.364028,17,68.699698
-6.470219,17,68.752027
-4.904764,17,68.804569
-6.432857,17,69.173935
-7.260293,17,69.227264
-6.669009,18,69.283784
-8.636815,19,69.342816
-4.649383,17,69.395539
-7.46548,18,69.451687
-6.435656,17,69.50536
-8.629728,18,69.561199
-6.371345,17,69.613728
-5.875494,17,69.666728
-6.496772,17,69.719527
-7.019397,17,69.771925
-6.337936,18,69.827577
-6.956093,18,69.883835
-6.087939,18,69.939768
-6.232333,18,69.995245
-7.672951,18,70.051163
-5.124285,17,70.104851
-7.66152,18,70.160491
-7.867665,19,70.219223
-5.498988,17,70.27217
-7.251611,18,70.32791
-5.638869,17,70.380172
-7.020899,18,70.435707
-9.03415,19,70.494711
-6.051689,18,70.550287
-5.921266,18,70.605973
-6.714947,17,70.658416
-6.155788,18,70.714421
-6.011864,18,70.769823
-5.762373,17,70.823823
-7.834032,18,70.879822
-7.177464,19,70.939217
-6.86303,17,71.68218
-9.147222,19,71.743582
-7.206887,17,72.123425
-7.845486,18,72.181925
-4.557985,17,72.237098
-6.166257,17,72.292041
-6.208006,17,72.3471
-5.282443,17,72.401819
-7.547277,18,72.460015
-6.091042,17,72.515101
-8.152681,18,72.57285
-6.566758,18,72.630815
-5.869659,18,72.688805
-6.052655,17,72.743973
-6.70151,17,72.798537
-8.222952,18,72.85572
-4.833014,17,72.91013
-4.826285,17,72.964563
-7.318622,17,73.018814
-7.75355,18,73.076395
-5.797699,18,73.134095
-6.710795,18,73.191665
-5.03552,17,73.246281
-7.497825,18,73.304032
-7.851757,18,73.3622
-8.715949,18,73.419896
-6.667093,18,73.47776
-5.369697,17,73.532315
-4.682898,17,73.586915
-7.162039,18,73.64425
-5.493535,17,73.698493
-7.521739,18,73.756483
-6.828485,18,73.813993
-5.225921,17,73.86803
-7.748921,18,73.925387
-5.968215,17,73.979798
-6.347656,17,74.034001
-4.81668,17,74.088053
-6.847612,18,74.572421
-8.290054,18,74.629889
-6.122471,18,74.687244
-8.021324,19,74.747765
-6.208493,18,74.805581
-6.994828,19,74.865991
-7.905794,18,74.922891
-8.631941,18,74.98031
-7.551811,19,75.040725
-9.210275,19,75.101378
-5.871933,17,75.155645
-5.942154,18,75.213281
-5.466557,17,75.267266
-6.117802,18,75.324779
-7.32722,18,75.382801
-5.791865,17,75.436947
-5.53014,17,75.491041
-5.903039,18,75.548386
-5.87845,17,75.602334
-8.218829,18,75.659985
-7.997586,17,76.352152
-6.17693,17,76.405556
-7.980615,18,76.461522
-5.088511,17,76.514189
-6.209433,18,76.570288
-7.634918,18,76.626224
-7.272445,18,76.681817
-5.810838,18,76.737506
-5.334264,18,76.793706
-7.408144,18,76.849914
-8.474113,18,76.90616
-6.217198,18,76.962693
-6.744718,18,77.018828
-5.071468,17,77.071642
-7.343544,18,77.127384
-7.999987,18,77.500505
-6.863508,17,77.553546
-7.11107,19,77.613065
-7.035537,17,77.665834
-6.542517,17,77.718354
-5.258649,17,77.771168
-7.695991,18,77.827518
-5.045076,17,77.88004
-7.822752,18,77.93571
-6.891235,18,77.992438
-6.099924,17,78.04582
-7.206122,18,78.101727
-7.61197,18,78.157633
-6.561053,18,78.213958
-6.247674,17,78.266523
-6.436249,17,78.318913
-8.657551,19,78.378016
-4.334981,17,78.43054
-8.25647,18,78.486685
-7.051283,17,78.538828
-5.32144,17,78.591697
-5.986861,17,78.644321
-8.464885,18,78.699936
-8.681161,18,78.755309
-7.315417,18,78.811748
-6.205254,17,78.864437
-6.60811,17,78.916738
-5.099596,17,78.969522
-6.628011,17,79.022907
-8.239494,18,79.078728
-7.564144,18,79.134228
-9.034931,18,79.190485
-7.908782,18,79.246338
-5.768463,17,79.299254
-9.434616,19,79.357874
-7.707656,18,79.728195
-5.799841,17,79.781892
-6.939951,17,79.835385
-5.806884,17,79.888263
-8.57483,19,79.947114
-6.397031,17,80.000325
-8.434392,18,80.056339
-6.992603,18,80.111842
-8.385049,18,80.764849
-6.439475,17,80.818647
-8.511785,19,80.877736
-5.759789,17,80.930406
-4.079434,17,80.983214
-7.457036,18,81.039748
-8.175351,18,81.095868
-7.479325,18,81.151756
-6.378419,17,81.20494
-7.104612,17,81.258384
-6.183197,18,81.314495
-6.155841,18,81.375311
-7.137313,18,81.43189
-8.168456,18,81.487996
-4.659104,17,81.540779
-9.905649,19,81.599515
-8.041928,18,81.655886
-8.116472,18,81.711788
-6.249351,18,81.767319
-5.091047,17,81.820203
-6.991686,17,81.873656
-7.292204,17,81.926303
-6.145544,17,81.978858
-8.867804,18,82.034992
-6.307095,18,82.09086
-8.040245,18,82.146536
-6.556711,18,82.201812
-8.916881,19,82.261225
-5.296281,17,82.63045
-7.472975,18,82.686878
-6.246175,19,82.745446
-8.593995,18,82.800921
-5.796838,18,82.857629
-6.121058,17,82.91051
-6.182403,18,82.966178
-5.964047,17,83.018874
-5.459415,17,83.072103
-5.359146,17,83.124549
-7.55535,18,83.180638
-6.057447,17,83.233179
-7.108548,18,83.289711
-5.864166,17,83.342625
-6.85828,17,83.395136
-5.747236,18,83.451576
-6.599555,17,83.504377
-6.30171,18,83.560023
-6.350552,18,83.615571
-7.169242,18,83.671778
-7.766436,18,83.727602
-8.702987,18,83.783342
-7.508895,18,83.839134
-6.184981,17,83.892186
-8.312969,18,83.948055
-8.19741,18,84.003626
-6.011297,18,84.059499
-7.668835,18,84.115359
-8.211504,18,84.170864
-6.734206,17,84.223304
-5.749654,17,85.001734
-8.576819,18,85.057866
-5.489777,17,85.111079
-7.058605,18,85.166676
-5.831408,17,85.21945
-7.208336,18,85.589428
-6.260711,17,85.642374
-7.501372,18,85.698532
-6.035374,18,85.753996
-7.886646,18,85.809222
-9.608709,19,85.8684
-7.357435,18,85.92449
-8.371984,18,85.980003
-4.581691,17,86.032292
-7.163393,17,86.085118
-8.016331,18,86.14102
-5.533766,17,86.19333
-7.540608,19,86.25147
-4.721779,17,86.304557
-5.63376,17,86.356924
-8.595409,18,86.417042
-7.190246,18,86.47252
-5.602113,17,86.525382
-5.705578,17,86.577983
-5.992617,17,86.630324
-7.791029,18,86.685583
-7.11922,17,86.738269
-4.665155,18,86.793848
-6.391696,17,86.846147
-5.383626,17,86.898492
-5.498376,17,86.951751
-5.549151,17,87.004425
-6.643121,17,87.057235
-6.207619,17,87.110482
-7.131422,18,87.166311
-7.405146,17,87.218744
-5.830659,17,87.271137
-6.423869,17,87.324213
-6.577916,17,87.376915
-8.094764,18,87.43248
-6.231412,18,87.488348
-5.044898,17,87.854818
-7.025042,18,87.911032
-6.235293,17,87.964076
-7.327505,17,88.016754
-4.982117,17,88.069575
-8.190226,18,88.125739
-7.448236,18,88.181235
-8.5564,18,88.236595
-8.007714,18,88.292406
-4.685964,17,88.345854
-7.657665,18,88.401194
-7.334934,18,88.456369
-5.883597,17,88.508712
-5.127961,17,88.562063
-8.395906,18,88.617578
-6.552038,18,88.672852
-8.653697,18,88.728962
-6.452333,17,89.553791
-4.648354,17,89.60741
-7.312762,18,89.664553
-7.029193,17,89.718781
-7.009484,17,89.773869
-6.293275,18,89.831495
-6.762884,17,89.886421
-8.017445,18,89.94468
-8.306527,18,90.002663
-5.342029,17,90.05723
-7.329754,17,90.111748
-6.64181,18,90.170263
-7.25776,17,90.22511
-8.16795,18,90.283078
-8.124337,18,90.341986
-7.304741,17,90.397208
-6.083824,17,90.452062
-5.62181,17,90.506829
-5.832516,17,90.562126
-7.58584,17,90.944215
-8.182841,18,91.002836
-4.862551,17,91.057849
-5.862016,18,91.115621
-5.359112,17,91.17188
-5.794011,17,91.226858
-8.534618,18,91.28523
-6.584911,17,91.340234
-5.372989,17,91.398635
-4.558331,17,91.453576
-7.269305,18,91.511574
-5.779747,17,91.566701
-8.071295,18,91.625167
-7.312709,17,91.680315
-5.668951,18,91.738137
-6.066586,17,91.79366
-8.355273,18,91.851677
-9.728575,20,91.916089
-5.51765,18,91.974559
-4.831678,17,92.02931
-8.283568,18,92.087903
-5.735541,17,92.14262
-6.331136,17,92.198294
-6.318441,17,92.253469
-6.247214,17,92.308414
-7.344131,18,92.366929
