#{"t_start": 1762492845.358349, "env_id": "None"}
r,l,t
-6.149312,18,30.237678
-6.11876,18,30.248975
-6.114684,18,30.260145
-6.097201,18,30.271161
-6.077858,18,30.282224
-6.083165,18,30.293272
-6.091741,18,30.304275
-6.08018,18,30.315252
-6.078013,18,30.326355
-6.024754,18,30.337473
-6.162731,18,30.348587
-6.204477,18,30.36001
-6.199973,18,30.371132
-6.132101,18,30.382123
-6.136063,18,30.393079
-6.12579,18,30.404077
-6.112363,18,30.415035
-6.118966,18,30.425901
-6.06848,18,30.437063
-7.557117,18,33.082752
-7.557522,18,33.09374
-7.55793,18,33.104634
-7.558323,18,33.115536
-7.558706,18,33.126659
-7.55909,18,33.13788
-7.559472,18,33.1488
-7.559854,18,33.159714
-7.560236,18,33.170583
-7.560213,18,33.181407
-7.560187,18,33.192273
-7.560162,18,33.203219
-7.560136,18,33.214068
-7.559868,18,33.224892
-7.558385,18,33.235741
-7.556928,18,33.246556
-7.555485,18,33.257386
-7.571856,18,33.268413
-7.569967,18,33.279577
-7.568111,18,33.290785
-7.562251,18,33.301731
-7.560413,18,33.312721
-7.560668,18,33.323622
-7.555002,18,33.334882
-7.557295,18,33.34608
-7.556373,18,33.357165
-7.553053,18,33.368163
-7.556682,18,33.379116
-7.555668,18,33.390005
-7.554605,18,33.40085
-7.743314,18,36.024902
-7.738322,18,36.035952
-7.735374,18,36.047158
-7.733506,18,36.058315
-7.734074,18,36.069542
-7.735649,18,36.080755
-7.734241,18,36.091875
-7.727572,18,36.103078
-7.718509,18,36.114339
-7.714739,18,36.125697
-7.707119,18,36.136936
-7.726953,18,36.148205
-7.71065,18,36.159447
-7.715147,18,36.170823
-7.715748,18,36.182079
-7.716181,18,36.193331
-7.716606,18,36.204648
-7.717427,18,36.215788
-7.717423,18,36.226958
-7.714831,18,36.238206
-7.720642,18,36.249429
-7.721061,18,36.260469
-7.721408,18,36.271633
-7.721664,18,36.282808
-7.721921,18,36.294296
-7.722492,18,36.305536
-7.72369,18,36.316798
-7.724866,18,36.328164
-7.724821,18,36.339373
-7.723908,18,36.350689
-7.722719,18,38.3494
-7.721307,18,38.360796
-7.719845,18,38.372226
-7.71056,18,38.383562
-7.721601,18,38.395015
-7.730022,18,38.40661
-7.732268,18,38.417914
-7.734487,18,38.429042
-7.72975,18,38.440277
-7.729866,18,38.451601
-7.728855,18,38.463035
-7.732614,18,38.474366
-7.730255,18,38.485817
-7.731346,18,38.497218
-7.730199,18,38.508538
-7.72958,18,38.519901
-7.729428,18,38.531342
-7.729276,18,38.542893
-7.729125,18,38.554228
-7.728973,18,38.565608
-7.728795,18,38.577182
-7.727607,18,38.588478
-7.725361,18,38.599775
-7.723376,18,38.611077
-7.726217,18,38.622382
-7.72822,18,38.633695
-7.727911,18,38.644991
-7.727488,18,38.656174
-7.727065,18,38.667334
-7.726819,18,38.678673
-8.149793,18,41.412247
-8.157694,18,41.42367
-8.161671,18,41.435151
-8.16165,18,41.446533
-8.161504,18,41.457733
-8.161179,18,41.468964
-8.160879,18,41.480151
-8.160568,18,41.491324
-8.160744,18,41.502534
-8.161256,18,41.513543
-8.161718,18,41.524844
-8.162082,18,41.536125
-8.163271,18,41.54734
-8.173282,18,41.558707
-8.183133,18,41.569874
-8.184224,18,41.581208
-8.185513,18,41.592519
-8.171866,18,41.603862
-8.186169,18,41.615101
-8.177407,18,41.626446
-8.164116,18,41.637753
-8.162565,18,41.648843
-8.158682,18,41.659832
-8.156727,18,41.670988
-8.156991,18,41.682184
-8.158464,18,41.693187
-8.152662,18,41.704353
-8.162531,18,41.715703
-8.164686,18,41.72688
-8.162107,18,41.737972
-8.153037,18,43.753204
-8.153889,18,43.764887
-8.111633,18,43.776267
-8.133917,18,43.787719
-8.133466,18,43.798913
-8.13334,18,43.810342
-8.143513,18,43.821734
-8.14734,18,43.833022
-8.140809,18,43.844384
-8.144007,18,43.855747
-8.145181,18,43.867021
-8.144805,18,43.878297
-8.145032,18,43.889721
-8.138913,18,43.900827
-8.15027,18,43.912186
-8.156821,18,43.923554
-8.162425,18,43.934811
-8.147298,18,43.946072
-8.143771,18,43.957475
-8.141812,18,43.968897
-8.14163,18,43.980365
-8.14552,18,43.99171
-8.145152,18,44.002947
-8.145819,18,44.014498
-8.146961,18,44.025961
-8.136587,18,44.037232
-8.135332,18,44.048547
-8.142528,18,44.059715
-8.139961,18,44.071109
-8.144859,18,44.082429
-8.066729,18,46.703221
-8.07031,18,46.714641
-8.075946,18,46.725928
-8.080882,18,46.737422
-8.081319,18,46.748984
-8.078867,18,46.76036
-8.082838,18,46.771671
-8.073938,18,46.78286
-8.071812,18,46.794171
-8.076893,18,46.805553
-8.081028,18,46.816713
-8.094439,18,46.828064
-8.093782,18,46.839228
-8.090632,18,46.850698
-8.077834,18,46.862157
-8.079333,18,46.873792
-8.077918,18,46.885245
-8.072825,18,46.896669
-8.074707,18,46.908019
-8.078871,18,46.919413
-8.080028,18,46.930719
-8.074235,18,46.942038
-8.062363,18,46.953235
-8.053186,18,46.964569
-8.043883,18,46.975903
-8.055141,18,46.98715
-8.060794,18,46.998512
-8.061798,18,47.009779
-8.059662,18,47.021098
-8.061515,18,47.032233
-6.903419,17,49.68418
-6.903413,17,49.694784
-6.903407,17,49.705629
-6.9034,17,49.716438
-6.903394,17,49.727279
-6.903387,17,49.73805
-6.903381,17,49.748762
-6.903375,17,49.759571
-6.903368,17,49.770736
-6.903362,17,49.781543
-6.903356,17,49.792385
-6.903349,17,49.803109
-6.903343,17,49.813824
-6.903337,17,49.824469
-6.903331,17,49.835397
-6.903325,17,49.846141
-6.903318,17,49.856885
-6.903312,17,49.867777
-6.903306,17,49.878525
-6.9033,17,49.889314
-6.903294,17,49.899853
-6.903288,17,49.910749
-6.903282,17,49.921682
-6.903275,17,49.932599
-6.903269,17,49.943102
-6.903263,17,49.953738
-6.903257,17,49.964272
-6.903251,17,49.974894
-6.903245,17,49.985626
-6.903239,17,49.996342
-8.044047,18,52.022045
-8.04402,18,52.033211
-8.043991,18,52.044484
-8.043963,18,52.055771
-8.043936,18,52.067095
-8.043918,18,52.078371
-8.043919,18,52.089695
-8.04392,18,52.100989
-8.043921,18,52.112103
-8.043922,18,52.123237
-8.043921,18,52.135558
-8.04392,18,52.147182
-8.043919,18,52.158684
-8.043917,18,52.170058
-8.043914,18,52.181615
-8.043912,18,52.193117
-8.04391,18,52.204633
-8.043907,18,52.216011
-8.043905,18,52.227462
-8.043902,18,52.238751
-8.043899,18,52.25013
-8.043897,18,52.26139
-8.043894,18,52.272637
-8.043892,18,52.284101
-8.043889,18,52.295483
-8.043886,18,52.306934
-8.043884,18,52.318176
-8.043881,18,52.329572
-8.043878,18,52.340985
-8.043875,18,52.352375
-8.043872,18,52.363834
-8.043869,18,52.375268
-8.043866,18,52.386874
-8.043863,18,52.398417
-8.04386,18,52.409714
-8.043857,18,52.420989
-8.043854,18,52.432238
-8.043851,18,52.443585
-8.043847,18,52.455003
-8.043844,18,52.466196
-6.645404,17,55.256213
-6.645325,17,55.266824
-6.645241,17,55.277567
-6.645147,17,55.288085
-6.645056,17,55.298824
-6.644966,17,55.309441
-6.644876,17,55.320098
-6.644791,17,55.330851
-6.644693,17,55.341609
-6.64461,17,55.352281
-6.644516,17,55.363217
-6.644424,17,55.373815
-6.644345,17,55.384568
-6.644252,17,55.39557
-6.644164,17,55.406474
-6.644081,17,55.417502
-6.644002,17,55.428185
-6.643925,17,55.439076
-6.643849,17,55.44981
-6.643782,17,55.460488
-6.643704,17,55.471048
-6.643626,17,55.481857
-6.643557,17,55.492777
-6.643477,17,55.503565
-6.643408,17,55.51407
-6.643334,17,55.524683
-6.643262,17,55.535183
-6.643189,17,55.545659
-6.643112,17,55.556385
-6.643041,17,55.566891
-6.642969,17,57.591257
-6.642896,17,57.602084
-6.642826,17,57.612739
-6.642742,17,57.623546
-6.642639,17,57.634463
-6.642531,17,57.645377
-6.642428,17,57.656425
-6.642321,17,57.667065
-6.642223,17,57.677798
-6.642109,17,57.688568
-6.641988,17,57.699356
-6.641874,17,57.71006
-6.641754,17,57.720748
-6.641639,17,57.731384
-6.641526,17,57.742069
-6.641407,17,57.752718
-6.641291,17,57.763368
-6.641178,17,57.77406
-6.641071,17,57.78484
-6.640943,17,57.795714
-6.640834,17,57.806543
-6.640716,17,57.817239
-6.640592,17,57.827985
-6.640492,17,57.83883
-6.64037,17,57.84976
-6.640255,17,57.860377
-6.640229,17,57.871171
-6.640206,17,57.882028
-6.640183,17,57.89267
-6.64016,17,57.903253
-6.722228,17,60.604146
-6.722193,17,60.614988
-6.722159,17,60.625711
-6.722123,17,60.636406
-6.731483,17,60.647345
-6.722049,17,60.658258
-6.722012,17,60.669013
-6.721976,17,60.67969
-6.721939,17,60.69081
-6.721903,17,60.701604
-6.721866,17,60.712645
-6.72183,17,60.72332
-6.721793,17,60.734132
-6.721756,17,60.745188
-6.72172,17,60.756226
-6.721683,17,60.76696
-6.721647,17,60.777722
-6.72161,17,60.788464
-6.721573,17,60.798995
-6.721537,17,60.809731
-6.7215,17,60.820534
-6.721464,17,60.83133
-6.721426,17,60.842148
-6.72139,17,60.852983
-6.721353,17,60.863731
-6.721318,17,60.874528
-6.72128,17,60.885113
-6.721243,17,60.895876
-6.721207,17,60.906614
-6.72117,17,60.917321
-6.699484,17,63.568029
-6.700628,17,63.578968
-6.701556,17,63.589804
-6.706732,17,63.600486
-6.679216,17,63.61123
-6.677203,17,63.621966
-6.683162,17,63.632603
-6.675272,17,63.643335
-6.665689,17,63.654023
-6.691103,17,63.664794
-6.683479,17,63.675304
-6.677164,17,63.685951
-6.677612,17,63.696635
-6.669372,17,63.707429
-6.688958,17,63.718131
-6.672267,17,63.728968
-6.675063,17,63.739794
-6.679135,17,63.750704
-6.67767,17,63.7615
-6.678987,17,63.772232
-6.691839,17,63.782911
-6.690586,17,63.793632
-6.639505,17,63.804352
-6.63901,17,63.814955
-6.638852,17,63.825601
-6.63393,17,63.8363
-6.633831,17,63.847068
-6.633331,17,63.857715
-6.615702,17,63.868369
-6.623047,17,63.878954
-6.623626,17,65.887123
-6.624492,17,65.897491
-6.62574,17,65.907832
-6.626736,17,65.918159
-6.627684,17,65.928443
-6.628569,17,65.938799
-6.628176,17,65.949279
-6.629115,17,65.95971
-6.629897,17,65.970416
-6.629817,17,65.981253
-6.630519,17,65.992032
-6.637339,17,66.002542
-6.659361,17,66.013105
-6.659628,17,66.023895
-6.659626,17,66.034291
-6.659593,17,66.044663
-6.659557,17,66.055008
-6.659519,17,66.065327
-6.6594,17,66.075689
-6.659239,17,66.086103
-6.65908,17,66.096443
-6.658917,17,66.106848
-6.65876,17,66.117148
-6.658599,17,66.127534
-6.658438,17,66.137865
-6.658277,17,66.148246
-6.658117,17,66.158608
-6.657961,17,66.168956
-6.657792,17,66.179658
-6.657629,17,66.190259
-6.595952,17,68.801086
-6.595941,17,68.811563
-6.595926,17,68.82216
-6.595913,17,68.832771
-6.595902,17,68.843302
-6.595888,17,68.853754
-6.595875,17,68.864141
-6.595862,17,68.874504
-6.59585,17,68.885109
-6.595836,17,68.895534
-6.595823,17,68.906078
-6.59581,17,68.916433
-6.595797,17,68.926808
-6.595783,17,68.937215
-6.59577,17,68.947611
-6.595757,17,68.958009
-6.595744,17,68.968417
-6.59573,17,68.978789
-6.595717,17,68.98934
-6.595704,17,68.99986
-6.59569,17,69.01065
-6.595676,17,69.021312
-6.595664,17,69.032148
-6.596832,17,69.042909
-6.596817,17,69.053392
-6.596802,17,69.063847
-6.596788,17,69.074269
-6.596772,17,69.084777
-6.596756,17,69.095219
-6.596742,17,69.105691
-6.466128,17,71.75398
-6.466143,17,71.764872
-6.466158,17,71.775639
-6.466173,17,71.786407
-6.466188,17,71.797194
-6.466203,17,71.807902
-6.466218,17,71.818856
-6.466233,17,71.82956
-6.466248,17,71.84014
-6.466263,17,71.850946
-6.466278,17,71.86159
-6.466293,17,71.872713
-6.466308,17,71.883292
-6.466323,17,71.894013
-6.466338,17,71.90484
-6.466353,17,71.915633
-6.466368,17,71.926372
-6.466383,17,71.937231
-6.466398,17,71.948027
-6.466413,17,71.958793
-6.466428,17,71.96936
-6.466443,17,71.980169
-6.466459,17,71.990967
-6.466474,17,72.001884
-6.466489,17,72.012612
-6.466504,17,72.023484
-6.466519,17,72.034194
-6.466534,17,72.045012
-6.466549,17,72.055907
-6.466564,17,72.067028
-6.51028,17,74.085073
-6.510315,17,74.09584
-6.510349,17,74.106481
-6.510384,17,74.117072
-6.510419,17,74.127623
-6.510452,17,74.138183
-6.510486,17,74.148672
-6.510522,17,74.159228
-6.510555,17,74.169693
-6.510589,17,74.180218
-6.510628,17,74.191806
-6.510664,17,74.202601
-6.510701,17,74.213385
-6.510739,17,74.224219
-6.510803,17,74.234759
-6.510886,17,74.245414
-6.510967,17,74.255921
-6.511055,17,74.266524
-6.511132,17,74.277078
-6.511212,17,74.287708
-6.511296,17,74.298425
-6.511374,17,74.309198
-6.511454,17,74.319742
-6.511538,17,74.330341
-6.511227,17,74.340989
-6.510419,17,74.351738
-6.509671,17,74.362321
-6.508884,17,74.372856
-6.508067,17,74.383466
-6.507308,17,74.394238
-6.506498,17,74.405056
-6.505681,17,74.415675
-6.504925,17,74.426398
-6.504173,17,74.436936
-6.503344,17,74.447503
-6.502583,17,74.457893
-6.501775,17,74.468518
-6.50097,17,74.479082
-6.500289,17,74.489595
-6.499099,17,74.500257
-6.341751,17,77.124249
-6.341743,17,77.135002
-6.34452,17,77.145576
-6.344591,17,77.156084
-6.344664,17,77.166564
-6.349253,17,77.177029
-6.349326,17,77.18746
-6.349415,17,77.197879
-6.349505,17,77.208251
-6.349591,17,77.218688
-6.349677,17,77.229156
-6.348189,17,77.239626
-6.348255,17,77.250072
-6.338093,17,77.260523
-6.348997,17,77.270904
-6.335617,17,77.281336
-6.336922,17,77.291728
-6.337159,17,77.302146
-6.342106,17,77.312544
-6.343685,17,77.322938
-6.331017,17,77.333558
-6.340977,17,77.344115
-6.33683,17,77.354635
-6.337592,17,77.36509
-6.339555,17,77.375811
-6.340805,17,77.386551
-6.340687,17,77.396995
-6.34041,17,77.407733
-6.340132,17,77.418295
-6.339867,17,77.428711
-6.339584,17,79.382828
-6.339303,17,79.393334
-6.343401,17,79.403886
-6.343137,17,79.414514
-6.34286,17,79.424954
-6.342588,17,79.435425
-6.342308,17,79.445843
-6.34209,17,79.456238
-6.341879,17,79.466701
-6.341659,17,79.477111
-6.341408,17,79.487507
-6.341142,17,79.497917
-6.340887,17,79.508298
-6.340631,17,79.518718
-6.340372,17,79.529119
-6.340119,17,79.539513
-6.339861,17,79.549968
-6.339735,17,79.56065
-6.339646,17,79.571187
-6.339554,17,79.581637
-6.344281,17,79.592056
-6.344194,17,79.602452
-6.344113,17,79.612778
-6.344029,17,79.623152
-6.343944,17,79.633569
-6.343855,17,79.643924
-6.343822,17,79.654323
-6.343808,17,79.664711
-6.343797,17,79.675095
-6.343782,17,79.685451
-6.34959,17,82.24517
-6.34982,17,82.255536
-6.354553,17,82.265912
-6.345297,17,82.276318
-6.345525,17,82.28671
-6.345744,17,82.29719
-6.345973,17,82.307566
-6.355372,17,82.3179
-6.346103,17,82.32819
-6.346322,17,82.338516
-6.346544,17,82.348852
-6.346806,17,82.359212
-6.347133,17,82.369541
-6.347442,17,82.379903
-6.347763,17,82.390219
-6.348066,17,82.401195
-6.348393,17,82.411777
-6.348707,17,82.422233
-6.349016,17,82.432839
-6.349278,17,82.443364
-6.3481,17,82.453859
-6.347373,17,82.464305
-6.346913,17,82.474682
-6.347801,17,82.485389
-6.337294,17,82.496279
-6.336403,17,82.506911
-6.330663,17,82.517537
-6.334807,17,82.528025
-6.334867,17,82.538399
-6.335615,17,82.548973
-5.805469,17,85.228707
-5.805417,17,85.239379
-5.805363,17,85.25017
-5.805311,17,85.260695
-5.805258,17,85.271124
-5.805236,17,85.281561
-5.805159,17,85.291896
-5.805107,17,85.302263
-5.805054,17,85.312575
-5.805001,17,85.322898
-5.804948,17,85.333226
-5.804895,17,85.343591
-5.804835,17,85.353895
-5.805328,17,85.364205
-5.805274,17,85.374592
-5.805221,17,85.385068
-5.805168,17,85.395427
-5.805136,17,85.405855
-5.805083,17,85.416231
-5.80503,17,85.426631
-5.804977,17,85.437029
-5.804923,17,85.447718
-5.80487,17,85.45822
-5.804816,17,85.46867
-5.804746,17,85.479027
-5.798492,17,85.489342
-5.798437,17,85.499737
-5.798383,17,85.51012
-5.798329,17,85.520649
-5.798275,17,85.531032
-5.798221,17,87.482194
-5.798167,17,87.492628
-5.798113,17,87.503037
-5.798658,17,87.513434
-5.798595,17,87.524042
-5.798533,17,87.534513
-5.798471,17,87.544885
-5.798409,17,87.555282
-5.798347,17,87.565696
-5.798285,17,87.576184
-5.798223,17,87.586526
-5.798161,17,87.59688
-5.798099,17,87.607263
-5.798037,17,87.617704
-5.797975,17,87.628152
-5.797914,17,87.638591
-5.797852,17,87.648963
-5.79779,17,87.659313
-5.797728,17,87.669766
-5.797666,17,87.680418
-5.797604,17,87.690854
-5.797543,17,87.701291
-5.797481,17,87.711676
-5.797429,17,87.72201
-5.797363,17,87.732333
-5.797261,17,87.742672
-5.797162,17,87.752991
-5.79706,17,87.763315
-5.796956,17,87.773687
-5.796842,17,87.784114
-5.968725,17,90.54386
-5.968276,17,90.554721
-5.967853,17,90.565536
-5.967431,17,90.576464
-5.96701,17,90.587332
-5.966685,17,90.598254
-5.966413,17,90.609325
-5.966132,17,90.620111
-5.965878,17,90.630885
-5.965726,17,90.641715
-5.965576,17,90.652403
-5.965425,17,90.663153
-5.965274,17,90.673963
-5.96512,17,90.68469
-5.964964,17,90.695538
-5.964803,17,90.706694
-5.964643,17,90.717736
-5.964482,17,90.728646
-5.964321,17,90.739664
-5.964291,17,90.750347
-5.96436,17,90.761006
-5.964431,17,90.771923
-5.964499,17,90.782798
-5.96457,17,90.793522
-5.964638,17,90.804278
-5.964706,17,90.81519
-5.964774,17,90.825902
-5.964531,17,90.836628
-5.9642,17,90.84738
-5.963868,17,90.858032
-5.967546,17,92.89776
-5.967201,17,92.908585
-5.966859,17,92.919419
-5.966507,17,92.930134
-5.966164,17,92.940989
-5.965818,17,92.952
-5.965519,17,92.962675
-5.965284,17,92.973504
-5.965047,17,92.984379
-5.964811,17,92.995038
-5.964576,17,93.005947
-5.964339,17,93.01678
-5.964104,17,93.027514
-5.963861,17,93.038462
-5.963625,17,93.049165
-5.963509,17,93.059924
-5.963851,17,93.070772
-5.964303,17,93.081571
-5.964754,17,93.092447
-5.965197,17,93.103196
-5.96564,17,93.113994
-5.966079,17,93.1248
-5.966514,17,93.135316
-5.96696,17,93.146251
-5.967389,17,93.157246
-5.967824,17,93.168058
-5.968473,17,93.178866
-5.969238,17,93.189692
-5.969898,17,93.200442
-5.969794,17,93.211028
-4.971486,17,95.875887
-4.969996,17,95.886604
-4.974779,17,95.897202
-4.968335,17,95.907863
-4.954674,17,95.918451
-4.966091,17,95.929184
-4.9651,17,95.939853
-4.964626,17,95.950508
-4.964143,17,95.961149
-4.963792,17,95.971783
-4.963412,17,95.986806
-4.964056,17,95.997852
-4.964493,17,96.008944
-4.956894,17,96.019603
-4.974411,17,96.030234
-4.974468,17,96.041061
-4.966831,17,96.05195
-4.963421,17,96.062608
-4.966402,17,96.073491
-4.968033,17,96.084299
-4.96976,17,96.095171
-4.966609,17,96.105986
-4.966895,17,96.116773
-4.961347,17,96.127558
-4.964457,17,96.138248
-4.966702,17,96.148915
-4.965656,17,96.159753
-4.964649,17,96.170402
-4.964278,17,96.181334
-4.963067,17,96.192233
-4.965066,17,96.203011
-4.965357,17,96.213948
-4.963239,17,96.224815
-4.960964,17,96.235595
-4.941309,17,96.246356
-4.939568,17,96.257076
-4.942707,17,96.267803
-4.945921,17,96.278373
-4.948369,17,96.289153
-4.948184,17,96.299818
-6.051191,17,99.016773
-6.051101,17,99.027694
-6.051022,17,99.038668
-6.050937,17,99.049623
-6.050857,17,99.060496
-6.050767,17,99.071336
-6.050684,17,99.082279
-6.050595,17,99.093009
-6.050514,17,99.10379
-6.050434,17,99.114793
-6.050352,17,99.125527
-6.050274,17,99.136348
-6.050195,17,99.147289
-6.050277,17,99.158055
-6.050196,17,99.168846
-6.050112,17,99.179703
-6.050028,17,99.190481
-6.058856,17,99.201187
-6.058793,17,99.212066
-6.058722,17,99.222834
-6.05865,17,99.233747
-6.058584,17,99.244687
-6.058513,17,99.255502
-6.058446,17,99.266358
-6.058374,17,99.277151
-6.058305,17,99.287879
-6.058235,17,99.298476
-6.05816,17,99.309099
-6.05809,17,99.319775
-6.058017,17,99.330351
-6.057946,17,101.279771
-6.057873,17,101.290249
-6.057798,17,101.300699
-6.057728,17,101.311097
-6.057648,17,101.321433
-6.057572,17,101.331773
-6.057499,17,101.342087
-6.057424,17,101.352381
-6.057348,17,101.362676
-6.05727,17,101.37311
-6.057193,17,101.383432
-6.057114,17,101.393894
-6.057038,17,101.404243
-6.057043,17,101.41463
-6.057068,17,101.42498
-6.057093,17,101.435261
-6.057118,17,101.445556
-6.057142,17,101.455881
-6.057169,17,101.466207
-6.057197,17,101.476939
-6.057219,17,101.487332
-6.057258,17,101.497679
-6.057298,17,101.508131
-6.057341,17,101.51847
-6.057386,17,101.52871
-6.057423,17,101.539053
-6.057471,17,101.549317
-6.057511,17,101.559527
-6.057552,17,101.569749
-6.057596,17,101.579995
-5.753925,17,104.147567
-5.753786,17,104.158097
-5.753854,17,104.168593
-5.75392,17,104.178988
-5.753944,17,104.189403
-5.754008,17,104.199723
-5.754073,17,104.210121
-5.754138,17,104.220481
-5.754363,17,104.230879
-5.75443,17,104.241205
-5.754495,17,104.251688
