#{"t_start": 1762492845.338679, "env_id": "None"}
r,l,t
-8.294819,18,18.323601
-8.943892,18,18.37952
-9.125688,19,18.437851
-8.819153,20,18.499163
-8.662634,18,18.556242
-8.548581,18,18.611738
-6.597517,18,18.6673
-8.661298,18,18.723119
-7.287495,18,18.779307
-8.764663,18,18.834893
-7.961867,18,18.890309
-7.738191,18,18.946297
-7.218638,18,19.002013
-9.921481,19,19.060386
-7.880957,18,19.116912
-7.018645,19,19.177702
-8.339416,19,19.236207
-8.238979,18,19.291353
-9.012751,18,19.346941
-10.004889,19,19.405577
-8.10222,18,19.461568
-8.139877,19,19.868835
-8.760853,18,19.925669
-10.017033,19,19.985977
-7.228517,18,20.042403
-6.280797,18,20.09872
-8.662327,18,20.155534
-7.597367,18,20.212622
-6.466745,18,20.269205
-7.927292,18,20.325904
-10.820471,20,20.38958
-9.958589,19,20.449527
-6.730481,19,20.509502
-7.094184,18,20.566593
-7.980259,20,20.629671
-5.687738,18,20.68629
-7.118962,18,20.743364
-9.228377,19,20.803913
-7.262908,18,20.860661
-7.540116,19,20.920337
-6.017615,18,20.977694
-6.913852,18,21.034418
-7.312332,19,21.093713
-6.495307,19,21.152988
-7.914618,18,21.210017
-6.445666,18,21.266499
-9.362106,19,21.325946
-6.261424,17,21.379737
-7.741985,18,21.436489
-6.824507,18,21.492884
-6.673015,17,21.54615
-7.774331,18,21.603096
-7.269103,18,22.291223
-7.110276,19,22.35219
-8.289073,19,22.413071
-7.639341,18,22.800318
-8.220045,19,22.859932
-7.979854,18,22.915977
-6.466013,17,22.968632
-8.637699,18,23.02477
-7.024443,18,23.080194
-9.022136,18,23.135793
-7.877088,18,23.192049
-8.317558,18,23.247776
-9.047383,19,23.306232
-8.568021,18,23.361651
-8.299839,18,23.417875
-6.877755,17,23.470242
-8.308484,18,23.52602
-6.950242,19,23.584671
-9.195616,19,23.643205
-6.973681,18,23.697978
-8.547385,19,23.756648
-6.820783,19,23.815587
-7.418801,17,23.867604
-7.409347,18,23.923026
-8.525993,18,23.978271
-8.539678,18,24.034325
-8.680129,18,24.089515
-7.343696,18,24.14451
-6.600396,18,24.199787
-8.185112,18,24.255258
-6.738403,18,24.310462
-8.378254,18,24.365535
-6.711354,19,24.424686
-6.288886,18,24.480132
-6.034773,17,24.532144
-7.886823,19,24.590187
-7.16499,18,24.646289
-8.086658,18,24.701497
-8.031753,18,25.088936
-9.599002,19,25.147385
-7.868227,19,25.205774
-8.626049,18,25.261187
-8.091429,18,25.316307
-8.575595,18,25.37692
-8.200678,18,25.432987
-8.172711,18,25.488097
-7.176452,17,25.540065
-8.330915,18,25.595203
-6.988166,19,25.654
-6.543207,18,25.708628
-7.766374,19,25.766599
-6.821965,17,25.818955
-11.831624,18,25.874294
-8.62951,18,25.929527
-6.08265,18,25.984505
-7.176334,18,26.040057
-8.837736,19,26.097983
-8.574182,18,26.795791
-8.439278,19,26.856339
-7.575292,17,26.90992
-6.223208,18,26.967155
-7.068268,19,27.027742
-6.932643,18,27.084895
-6.803316,19,27.144888
-8.520047,20,27.20826
-6.17566,17,27.262507
-8.925838,18,27.319582
-9.781892,20,27.383791
-7.169205,18,27.44195
-6.875086,19,27.502217
-7.464656,17,27.555782
-8.448318,19,27.615726
-6.757986,19,28.017503
-7.520377,18,28.07556
-6.39363,18,28.132668
-8.426333,18,28.190022
-8.036591,18,28.247966
-8.433817,18,28.305664
-8.209523,18,28.362805
-7.768403,18,28.42019
-9.618901,19,28.480767
-7.650308,18,28.538382
-8.253507,18,28.595983
-6.929326,18,28.653583
-5.583693,19,28.714175
-5.17828,18,28.771318
-8.04435,18,28.828605
-7.288393,19,28.890265
-8.155177,18,28.947575
-9.408222,20,29.011479
-5.541098,18,29.068983
-7.347172,18,29.125615
-8.373122,18,29.182905
-7.743555,18,29.240372
-5.340791,18,29.297964
-7.035103,19,29.358295
-6.492667,18,29.41548
-8.034947,19,29.476476
-8.279862,18,29.533905
-7.931091,18,29.591334
-7.572398,19,29.651983
-8.698763,18,29.709225
-8.124224,18,29.766871
-7.212687,17,29.820674
-8.509534,18,29.878241
-9.565873,19,29.938382
-6.684887,17,30.479406
-7.545306,18,30.536292
-6.267439,18,30.591996
-6.942573,18,30.647894
-4.345623,17,30.701053
-7.093667,19,30.760159
-6.224045,17,30.812557
-9.929175,19,31.573921
-6.124836,18,31.629338
-6.488505,19,31.688301
-8.965755,19,31.746782
-7.019076,17,31.799019
-9.754799,20,31.860243
-8.935476,19,31.91909
-9.532856,20,31.980412
-7.249861,19,32.03881
-6.979698,17,32.091527
-8.521854,18,32.147189
-7.36426,17,32.199659
-7.678376,19,32.257651
-8.495826,18,32.313462
-8.64716,18,32.368874
-5.363727,18,32.424262
-8.551711,19,32.482769
-9.373423,19,32.541554
-7.970031,18,32.596807
-7.648255,20,32.658236
-9.487707,20,32.720189
-5.900631,17,32.773061
-7.137485,18,32.828184
-6.871736,18,32.883482
-10.047278,19,32.942328
-7.915639,19,33.000645
-8.347719,18,33.05599
-6.625713,18,33.442308
-7.074062,18,33.499058
-7.296748,17,33.551713
-5.557577,18,33.606919
-7.107123,17,33.658948
-5.56753,18,33.714518
-8.037437,19,33.772969
-8.293862,18,33.828085
-9.052455,19,33.886067
-9.188908,19,33.944792
-9.155959,19,34.003365
-6.729675,19,34.061299
-8.021062,18,34.116862
-7.243327,18,34.172887
-9.826646,19,34.23118
-7.120668,17,34.283084
-8.178237,18,34.338806
-8.625698,19,34.39717
-6.937608,18,34.452376
-9.001793,19,34.511078
-6.268277,17,34.563821
-8.485334,18,34.619056
-7.33601,18,34.674287
-8.121251,18,34.730142
-8.965154,20,34.791428
-8.615692,18,34.846573
-7.260865,18,34.901598
-7.736244,19,34.960609
-7.56598,18,35.016056
-7.424873,18,35.753231
-7.504054,18,35.809199
-7.496863,20,35.87148
-7.923508,18,35.92827
-9.335845,19,35.988494
-7.220523,19,36.386687
-5.302508,18,36.444178
-6.78338,18,36.501229
-8.246451,18,36.558717
-7.041099,17,36.612622
-9.721116,19,36.672644
-8.725628,18,36.72979
-8.382732,19,36.790366
-5.56989,18,36.847595
-7.573475,18,36.904352
-8.159643,18,36.962068
-8.229499,18,37.019299
-8.461851,18,37.076183
-8.305814,18,37.133012
-8.041371,18,37.19026
-7.428468,17,37.244199
-8.198529,18,37.301307
-7.615104,18,37.358739
-6.824265,17,37.412839
-7.793979,19,37.472723
-8.437036,18,37.529023
-6.458461,18,37.58657
-7.937441,18,37.643619
-9.134573,20,37.707056
-6.398575,18,37.764205
-7.481877,18,37.821971
-6.995042,18,37.878928
-6.753592,17,37.932194
-7.579011,18,37.989829
-6.919555,18,38.047065
-7.569218,17,38.101141
-9.91845,19,38.161507
-9.042664,19,38.222231
-9.210758,19,38.282643
-7.003675,19,38.343276
-7.060664,18,38.742996
-8.047951,18,38.801426
-10.05002,19,38.863269
-8.270303,18,38.919725
-8.97135,19,38.979697
-6.326306,17,39.03311
-8.15565,18,39.08984
-8.086437,19,39.149611
-7.228314,18,39.206991
-6.871392,18,39.263858
-7.255359,18,39.320777
-8.475461,18,39.378372
-7.346368,19,39.438658
-5.814855,18,39.495425
-8.488924,18,39.552464
-7.421626,18,39.60997
-8.333584,18,40.389878
-7.598033,17,40.444383
-8.303438,18,40.501556
-8.030999,18,40.558636
-7.359387,18,40.616656
-8.250423,18,40.673957
-5.536709,18,40.738663
-8.983783,19,40.799279
-8.238,18,40.856739
-6.678518,18,40.914247
-6.742171,19,40.974852
-8.571887,19,41.036208
-7.111443,17,41.090523
-8.084827,19,41.150593
-7.592594,19,41.211802
-5.346262,18,41.26929
-8.755003,18,41.326497
-6.248706,17,41.380798
-7.121326,18,41.776818
-9.644121,19,41.837834
-8.469322,18,41.894685
-8.887939,19,41.954994
-7.789749,19,42.015739
-7.572669,18,42.072693
-7.911555,18,42.129965
-9.098653,19,42.190162
-8.365715,18,42.247859
-7.202595,18,42.305107
-6.316828,17,42.358916
-7.109474,18,42.417065
-7.378363,19,42.477938
-7.651844,18,42.535957
-7.948984,18,42.593822
-6.810101,18,42.652126
-6.969196,18,42.710011
-5.428079,17,42.764237
-7.84831,19,42.825096
-7.53092,17,42.88014
-7.974984,18,42.938182
-7.016169,18,42.996392
-5.980563,18,43.055213
-5.682622,17,43.109928
-7.097987,19,43.171112
-7.959892,18,43.228379
-7.726745,18,43.285742
-8.683179,19,43.346464
-8.158716,19,43.406912
-8.626204,18,43.464855
-8.379563,18,43.52261
-7.764828,18,43.580079
-6.643199,17,43.635372
-6.022372,17,43.690334
-5.981163,18,43.747864
-7.186267,17,44.14394
-8.465136,19,44.205007
-6.355784,18,44.263024
-8.231794,19,44.922328
-8.503744,18,44.980135
-9.481005,19,45.040867
-7.046583,19,45.102232
-7.775553,18,45.160126
-7.257538,18,45.218116
-8.05447,19,45.279647
-6.433355,17,45.33436
-6.431048,18,45.392472
-8.975091,19,45.453934
-5.971212,17,45.509551
-7.22965,19,45.570498
-9.246107,19,45.631063
-8.818056,18,45.689046
-5.686645,17,45.743826
-7.949547,18,45.801999
-7.427655,18,45.859543
-8.372036,18,45.917977
-7.727819,19,45.979193
-7.157453,17,46.033705
-7.34487,18,46.091727
-8.386567,18,46.149444
-6.920543,17,46.203767
-8.183572,18,46.260901
-8.642718,18,46.318888
-9.640076,19,46.379853
-6.021201,18,46.437236
-7.163529,19,46.498418
-6.999729,18,46.556272
-7.269102,18,46.614028
-6.581898,18,46.671311
-5.550401,17,47.067915
-8.401802,18,47.126656
-8.608727,19,47.187761
-9.280234,19,47.248756
-5.972489,18,47.306527
-6.837922,17,47.360936
-8.663715,18,47.418932
-7.896569,18,47.476338
-9.674657,19,47.537948
-7.658258,18,47.595609
-7.841186,18,47.653108
-8.752478,18,47.710854
-7.859099,18,47.768613
-5.791999,17,47.823046
-7.43032,18,47.880423
-9.19162,19,47.941945
-9.119271,19,48.003366
-6.882381,17,48.057945
-6.456301,17,48.112717
-9.490759,19,48.173648
-6.700761,18,48.230671
-6.076653,18,48.288687
-8.359918,18,48.346988
-6.681185,18,48.405017
-8.096046,18,48.462878
-9.324471,19,48.524488
-8.929365,19,49.219999
-5.169619,17,49.273661
-8.55947,18,49.331369
-8.239432,19,49.391798
-8.294693,18,49.449138
-8.422072,19,49.509516
-9.953026,19,49.570833
-7.556534,19,49.631274
-6.609728,17,49.685735
-7.822409,18,50.068794
-6.446826,17,50.123394
-5.614985,17,50.178305
-7.111059,18,50.236106
-8.525277,18,50.294182
-7.161978,18,50.352187
-8.57225,18,50.410191
-8.357896,18,50.46802
-8.576373,18,50.525585
-7.407746,18,50.583279
-8.109112,19,50.644671
-8.467384,18,50.701833
-5.393017,17,50.758013
-8.792719,19,50.819688
-4.903506,17,50.873835
-6.489903,18,50.931426
-5.95158,17,50.98696
-6.780322,17,51.041267
-8.20898,18,51.099326
-8.777116,19,51.1607
-6.395378,18,51.218571
-8.294828,18,51.275985
-8.916512,18,51.333934
-7.971211,18,51.392372
-8.655942,18,51.449971
-6.374117,18,51.507751
-8.511222,18,51.566025
-6.238427,17,51.621338
-8.755924,18,51.678899
-7.687718,18,51.736356
-7.736474,19,51.797726
-9.436974,19,51.859138
-8.432719,18,51.916675
-9.064621,18,51.974684
-7.876142,18,52.489007
-8.747859,19,52.550459
-8.029977,18,52.608615
-10.567085,20,52.673214
-8.143049,18,52.730836
-8.024812,18,52.789216
-6.196989,18,52.847535
-8.191352,18,52.905717
-8.322516,19,52.966998
-7.743104,19,53.028554
-6.00636,17,53.083716
-9.221181,19,53.144426
-6.505232,18,53.202711
-8.732518,18,53.260693
-7.833035,18,54.092777
-8.369417,18,54.148809
-7.317018,18,54.205889
-7.450206,18,54.263017
-8.358754,19,54.323154
-6.105501,17,54.37692
-5.842209,18,54.434779
-6.552403,18,54.492607
-8.266934,19,54.553233
-8.610702,18,54.611598
-8.020545,19,54.67286
-4.653756,17,54.727038
-8.265519,18,54.784332
-6.608936,18,54.842461
-6.257379,18,54.899432
-6.687249,19,54.959652
-5.804578,17,55.013984
-7.781106,18,55.071813
-8.288538,19,55.132584
-5.879935,18,55.190707
-7.413535,18,55.248377
-7.796111,18,55.629209
-8.625044,19,55.690235
-8.940432,19,55.755909
-8.443872,18,55.813526
-5.370749,17,55.868781
-8.769672,19,55.929447
-8.458932,18,55.986912
-8.697063,19,56.048832
-5.808797,17,56.103398
-8.722707,19,56.163737
-4.586836,17,56.217796
-7.384279,17,56.272779
-9.25718,19,56.332738
-6.949294,18,56.389866
-7.049789,17,56.4449
-5.323113,17,56.499672
-7.751479,18,56.557491
-6.696796,17,56.611923
-5.819835,17,56.667321
-8.398399,18,56.725274
-6.556903,18,56.783133
-8.725574,18,56.840942
-9.44771,19,56.901622
-6.949388,18,56.959013
-7.44577,18,57.01659
-6.450214,18,57.074941
-6.374948,17,57.129564
-6.109739,17,57.184333
-6.884395,17,57.239054
-7.726798,17,57.294274
-9.10458,19,57.35501
-8.247042,18,57.412475
-7.841321,18,57.470564
-7.169168,18,57.528311
-8.539119,18,57.586296
-7.971743,18,57.968322
-8.26363,18,58.699292
-6.200497,18,58.756867
-8.493782,18,58.814553
-8.624918,18,58.872853
-6.624211,17,58.927991
-6.185364,18,58.985686
-8.418812,18,59.043422
-6.521402,18,59.101748
-6.574047,17,59.15698
-6.142735,17,59.211715
-8.665128,18,59.269714
-8.278234,18,59.328013
-6.810026,18,59.385639
-6.050161,18,59.443455
-7.601881,19,59.505136
-6.421984,17,59.56005
-7.835265,18,59.617422
-5.880143,18,59.674836
-6.826229,18,59.733531
-7.568646,19,59.794762
-8.429005,18,59.852396
-7.503367,18,59.91117
-6.505202,17,59.965909
-7.391012,18,60.024181
-4.977383,17,60.078989
-8.113015,18,60.137382
-6.138362,18,60.195112
-6.203559,18,60.252641
-7.821206,18,60.311201
-5.71415,18,60.36934
-7.213028,17,60.424153
-8.577984,19,60.485112
-8.571596,18,60.543809
-5.032359,17,60.598843
-8.738638,18,60.983421
-8.078825,18,61.041862
-7.880548,18,61.099808
-7.013759,18,61.15819
-9.384585,19,61.219684
-6.486624,17,61.274961
-6.916101,18,61.333129
-9.091318,19,61.3945
-8.401665,18,61.452702
-7.919595,18,61.510628
-7.692802,18,61.569077
-6.810342,18,61.627146
-5.916786,17,61.681434
-8.504435,19,61.742673
-7.674888,19,61.80439
-6.171229,18,61.862315
-6.799,17,61.917192
-5.702132,17,61.972317
-6.415378,18,62.030297
-7.004237,18,62.087994
-4.610085,17,62.143284
-8.361334,18,62.201764
-6.213776,17,62.256098
-7.036303,17,62.93318
-8.359277,18,62.991852
-4.928024,17,63.046912
-8.294607,18,63.104697
-6.031369,18,63.163342
-8.366308,18,63.220824
-8.679302,19,63.281055
-6.297652,17,63.335459
-9.493804,19,63.396449
-5.969502,18,63.453858
-7.168335,17,63.508234
-5.998212,18,63.566044
-10.224434,19,63.950587
-8.001204,18,64.008554
-7.245436,18,64.065928
-8.001916,18,64.123394
-6.03763,18,64.181269
-8.325956,18,64.239198
-7.394985,18,64.29641
-6.396969,18,64.353276
-6.398991,18,64.410825
-7.97116,18,64.468755
-8.236379,18,64.529089
-8.790012,18,64.588282
-6.894967,18,64.646278
-6.768422,18,64.704399
-5.368594,17,64.758957
-5.742899,17,64.813894
-7.307129,18,64.8716
-5.043059,17,64.9265
-9.170503,19,64.987899
-7.774351,18,65.047213
-7.132727,18,65.10315
-8.20865,18,65.159138
-8.399988,18,65.215863
-6.832108,18,65.271713
-8.907473,18,65.327745
-7.013199,17,65.380771
-6.989841,17,65.434545
-8.651005,18,65.490839
-8.407472,18,65.547137
-6.653572,18,65.603718
-6.28148,18,65.65963
-7.397051,18,65.715888
-5.481117,18,65.778477
-7.225052,19,65.838609
-6.482372,18,65.895252
-7.102119,18,66.266527
-6.305802,17,66.319553
-7.316558,18,66.375351
-6.690582,18,66.432092
-5.965712,17,66.484956
-7.946012,18,66.541203
-8.876676,19,66.600024
-7.576461,18,66.656544
-7.422525,17,66.709332
-7.321972,18,66.764969
-9.111562,19,67.483273
-7.057554,18,67.538615
-8.615183,19,67.597495
-6.879226,18,67.653316
-6.576982,18,67.709281
-8.770842,18,67.764837
-6.703845,18,67.820462
-7.286172,17,67.873441
-8.338883,18,67.929249
-7.922494,18,67.985083
-7.354582,18,68.041917
-5.346566,17,68.094989
-7.069629,17,68.147767
-5.529496,18,68.203113
-7.13799,18,68.258824
-4.724356,17,68.31117
-8.010061,18,68.366674
-7.335737,18,68.422446
-6.10426,18,68.478486
-6.941267,18,68.533878
-5.0607,17,68.586397
-7.298906,17,68.639036
-5.78657,17,68.692039
-8.18656,18,68.747525
-6.438045,17,68.800105
-5.49662,17,69.169672
-7.292949,18,69.226039
-5.699391,17,69.279533
-8.699702,18,69.335336
-6.069691,17,69.388191
-8.123693,18,69.444257
-6.504158,18,69.50092
-4.588788,17,69.553398
-6.429193,17,69.606083
-6.328874,18,69.662168
-7.261295,18,69.717927
-4.957877,17,69.770306
-9.271556,19,69.828968
-5.632527,17,69.882338
-6.904812,18,69.938153
-6.881179,17,69.990592
-6.520019,17,70.04352
-8.352784,18,70.100265
-7.034797,18,70.155868
-4.960243,17,70.208475
-6.198191,17,70.261366
-7.485528,18,70.317007
-6.652043,18,70.372438
-8.721112,19,70.430904
-6.714429,17,70.48388
-8.869175,19,70.542484
-8.887448,18,70.598138
-6.726718,18,70.653811
-6.31681,17,70.706598
-5.468851,17,70.759056
-7.24874,18,70.816256
-7.146612,17,70.86922
-6.468297,17,70.921988
-8.62939,18,71.668302
-8.452976,18,71.726361
-8.046479,18,72.109579
-8.257615,18,72.16808
-8.270593,18,72.22634
-5.80259,17,72.281358
-6.56457,17,72.336527
-5.958968,18,72.394613
-6.93823,18,72.452576
-5.546126,18,72.510774
-5.255306,17,72.565413
-6.836435,18,72.623294
-8.057467,18,72.681483
-6.542222,17,72.736486
-7.787942,18,72.794198
-5.327897,17,72.848154
-7.431839,17,72.902841
-8.462031,18,72.960427
-7.66322,18,73.017615
-7.34005,17,73.07195
-6.517703,17,73.126622
-5.254866,18,73.184132
-7.891302,18,73.241808
-7.355657,17,73.296367
-8.650177,19,73.357808
-5.347918,17,73.412329
-8.279153,18,73.470087
-7.37273,19,73.531049
-7.595247,18,73.58867
-6.39327,19,73.648858
-6.304416,18,73.706884
-8.204393,18,73.76488
-6.687889,17,73.818694
-4.856963,17,73.872591
-6.811692,18,73.930234
-8.48218,18,73.988047
-8.535528,19,74.048591
-7.16761,17,74.529436
-6.32984,18,74.587126
-5.142065,17,74.641319
-7.614739,18,74.698483
-7.282593,18,74.756208
-8.804945,18,74.813953
-6.387118,18,74.870872
-6.862943,17,74.924974
-8.643324,18,74.982379
-9.082072,19,75.042886
-8.573673,18,75.100199
-6.369164,18,75.157908
-6.426721,17,75.212051
-6.925248,18,75.26942
-7.155209,18,75.327204
-8.474808,19,75.387862
-5.737794,17,75.44214
-7.921568,18,75.499311
-5.481669,17,75.553647
-7.915198,18,75.610636
-6.762636,17,75.665182
-7.846749,18,76.360125
-5.038114,17,76.413281
-6.663311,18,76.469087
-7.275576,18,76.524724
-7.554751,18,76.581213
-5.774811,17,76.633843
-8.344223,18,76.689461
-8.320945,18,76.74541
-7.106342,17,76.798278
-5.308897,17,76.851417
-8.509083,18,76.90796
-4.623218,17,76.961491
-8.477049,18,77.017341
-7.130578,18,77.073184
-4.975146,17,77.125853
-5.520484,17,77.496094
-6.217272,17,77.549133
-5.692528,18,77.605316
-7.083443,17,77.658062
-5.680476,17,77.71075
-6.067674,17,77.763792
-6.231237,17,77.816875
-8.605936,18,77.872356
-6.960838,17,77.924885
-8.537476,18,77.981853
-6.338498,17,78.035167
-6.62427,17,78.087844
-4.488795,17,78.140271
-7.203706,18,78.196579
-7.872489,18,78.252633
-6.331748,17,78.305016
-6.086581,18,78.360648
-8.05759,18,78.416644
-7.601157,18,78.472791
-8.072863,18,78.528249
-7.172801,18,78.5842
-6.520112,17,78.636673
-5.863364,18,78.692276
-7.420005,18,78.747726
-7.130544,17,78.801086
-5.903922,17,78.853535
-7.306411,18,78.908919
-6.796141,17,78.961823
-6.172208,17,79.015071
-6.252305,17,79.06788
-7.134812,17,79.120336
-9.115591,19,79.179667
-8.425409,18,79.235527
-6.330213,18,79.291442
-5.907717,17,79.344002
-6.550516,17,79.710939
-6.073117,17,79.764625
-6.27739,18,79.821546
-8.120551,18,79.877387
-6.24751,18,79.933231
-5.122656,17,79.98643
-8.719999,19,80.045393
-7.851795,18,80.10097
-6.16429,17,80.750995
-7.820922,18,80.807902
-5.855405,18,80.863861
-7.227202,18,80.91956
-7.497925,18,80.975541
-6.583078,17,81.029065
-5.19635,17,81.08197
-6.791796,18,81.13787
-7.972759,18,81.194211
-8.003667,18,81.250707
-5.761411,17,81.303832
-7.391076,17,81.361404
-8.255489,18,81.417989
-4.936237,17,81.470801
-7.475372,18,81.526874
-6.54367,17,81.579312
-5.713135,17,81.632337
-6.05362,17,81.685398
-5.408253,17,81.737927
-8.75903,18,81.793622
-6.614426,18,81.850307
-6.594706,17,81.902945
-7.228275,17,81.955527
-5.656721,18,82.011108
-5.018944,17,82.064451
-6.23151,17,82.116833
-4.863008,17,82.169097
-7.083663,18,82.225115
-6.464744,17,82.594358
-4.939377,17,82.647954
-5.659059,18,82.703719
-7.27986,17,82.756204
-6.879747,19,82.814889
-6.639287,18,82.871755
-8.308856,18,82.92766
-7.244216,18,82.983349
-7.173759,17,83.036635
-6.957759,18,83.092362
-8.059294,18,83.148148
-6.285257,17,83.200667
-6.748886,17,83.253893
-4.626362,17,83.306866
-7.208877,18,83.362754
-7.064637,17,83.415552
-6.388804,18,83.471931
-6.272027,17,83.524591
-6.149471,17,83.577179
-8.601766,18,83.632822
-6.543723,17,83.686059
-6.7725,17,83.738521
-6.110689,17,83.791061
-6.957815,17,83.844401
-7.852067,18,83.900045
-8.329282,18,83.955745
-7.40371,17,84.008075
-5.869765,17,84.0612
-7.470621,17,84.113732
-5.3612,17,84.16626
-5.895316,17,84.218658
-7.055077,18,85.000209
-5.880486,17,85.053292
-6.534394,18,85.109548
-7.185496,18,85.16515
-6.725004,17,85.217926
-6.842136,17,85.585025
-5.70021,18,85.640899
-6.771431,18,85.697037
-6.015475,17,85.749266
-6.524073,17,85.801988
-7.662119,18,85.857566
-5.663893,17,85.910595
-6.356966,17,85.962839
-5.438655,18,86.018385
-7.508817,18,86.07427
-5.408488,17,86.127104
-6.995757,18,86.182362
-8.184911,18,86.237587
-6.249154,17,86.290649
-8.776701,18,86.35064
-6.605168,18,86.40609
-7.13855,17,86.458647
-6.625656,17,86.511493
-5.173493,17,86.564054
-7.795884,18,86.619423
-5.992301,17,86.671673
-6.560167,18,86.72766
-8.319808,18,86.783083
-7.721225,18,86.838383
-4.98561,17,86.891092
-8.493896,18,86.947166
-8.341544,18,87.002807
-7.062677,17,87.055937
-5.473898,17,87.109124
-6.232832,17,87.161762
-8.049216,18,87.217264
-8.525787,18,87.272589
-5.704167,17,87.325835
-6.043222,17,87.378452
-6.054004,18,87.434153
-6.944459,17,87.486902
-5.504468,17,87.853405
-6.579571,17,87.906762
-8.457076,18,87.962608
-5.032144,17,88.015213
-6.734231,18,88.071215
-8.458018,18,88.127453
-5.222842,17,88.179836
-5.141084,17,88.232139
-8.688501,18,88.287936
-7.197475,17,88.341261
-5.498359,17,88.393521
-6.370824,17,88.44559
-6.943612,18,88.501364
-7.481805,17,88.554479
-7.210843,17,88.606644
-4.746641,17,88.658967
-6.150863,17,88.711735
-5.512523,18,89.539952
-8.415277,18,89.59655
-7.752079,18,89.653841
-5.332372,17,89.708291
-7.787083,18,89.766203
-6.363035,17,89.820908
-5.034322,17,89.87568
-6.835696,18,89.933974
-8.331069,18,89.992044
-8.112994,18,90.050206
-5.63021,17,90.104552
-8.332089,18,90.163161
-7.755587,18,90.221412
-5.182842,17,90.27591
-5.713575,17,90.331526
-6.11162,17,90.386537
-8.640184,18,90.444585
-6.293755,17,90.499394
-7.139996,17,90.880998
-6.907768,18,90.940277
-6.360989,17,90.995703
-6.857786,18,91.053748
-7.16908,18,91.111818
-5.738942,17,91.167869
-5.82837,17,91.22272
-6.077318,17,91.277905
-7.240849,18,91.336555
-7.733897,18,91.397744
-4.955735,17,91.452603
-8.028392,18,91.510517
-8.259194,18,91.568825
-7.482598,18,91.627447
-6.569229,17,91.682376
-4.933742,17,91.736992
-4.453627,17,91.792759
-5.948882,17,91.847623
-7.563967,18,91.905491
-8.268875,18,91.963988
-6.823417,18,92.022109
-7.714402,18,92.08061
-7.309715,17,92.135172
-7.283289,18,92.194024
-8.493862,19,92.255718
-6.741705,17,92.310643
-8.502692,18,92.369349
-6.478121,17,92.424367
-6.775766,17,92.479418
-4.99444,17,92.534277
