#{"t_start": 1762492845.3533762, "env_id": "None"}
r,l,t
-8.241867,19,18.687591
-7.266604,17,18.740803
-8.729914,19,18.799724
-12.393305,18,18.855189
-5.202658,17,18.907626
-8.641576,18,18.96351
-7.220418,18,19.018967
-7.085933,19,19.07777
-5.91079,18,19.135152
-6.486112,18,19.191577
-7.987808,19,19.250097
-9.07261,19,19.30804
-9.023875,19,19.366889
-8.434618,18,19.422874
-7.418863,17,19.475653
-7.928648,18,19.880318
-7.657573,18,19.937265
-6.268297,18,19.994041
-5.347659,18,20.050457
-8.755112,19,20.109843
-7.028687,18,20.167007
-6.384761,18,20.223813
-9.214987,19,20.283567
-8.155674,18,20.340649
-6.86346,18,20.397769
-8.338468,18,20.454668
-8.698052,19,20.514514
-8.20562,18,20.571799
-8.970118,18,20.628622
-8.585759,18,20.68529
-7.723996,18,20.742695
-6.560714,19,20.802999
-7.577642,19,20.86259
-6.676131,18,20.919352
-5.902147,18,20.97672
-7.361616,19,21.036196
-9.541227,19,21.095619
-8.498327,18,21.152231
-8.12617,18,21.209015
-7.512826,18,21.265304
-8.61384,19,21.324889
-9.43623,20,21.387905
-8.884299,18,21.444517
-8.429196,18,21.50076
-9.523328,19,21.561002
-6.419145,18,21.617339
-8.798616,18,22.306267
-6.499951,19,22.367272
-8.0344,18,22.424808
-13.630855,19,22.814631
-6.115587,18,22.870963
-9.191735,20,22.932797
-7.493515,19,22.992341
-9.521867,19,23.050871
-7.505504,19,23.10938
-8.123859,19,23.168715
-7.657372,18,23.22455
-6.814414,18,23.279647
-8.726616,18,23.33505
-8.389133,18,23.391328
-9.616465,19,23.449927
-7.940466,18,23.505886
-8.063175,18,23.561127
-8.240412,18,23.616947
-8.413051,18,23.671865
-7.076198,18,23.727145
-8.851511,18,23.783221
-8.04622,19,23.841428
-9.501627,19,23.900029
-6.865301,19,23.958435
-6.391172,18,24.014507
-10.145023,19,24.072655
-8.273369,18,24.127633
-8.997798,19,24.186195
-7.915123,19,24.24466
-9.281927,19,24.302871
-6.341078,18,24.358096
-5.496558,17,24.411068
-8.427483,18,24.466547
-8.394491,18,24.521531
-6.748174,18,24.576571
-7.123103,18,24.632693
-7.364874,17,24.684634
-8.348653,19,25.07534
-8.253297,18,25.130372
-5.564278,19,25.188762
-9.43425,19,25.247565
-7.61984,18,25.302675
-8.10837,18,25.363269
-7.06053,18,25.419379
-7.889742,18,25.474452
-8.163466,18,25.529525
-7.928494,18,25.584784
-6.976654,17,25.637146
-6.953706,19,25.694976
-9.875711,20,25.756274
-10.844676,20,25.818066
-6.934346,17,25.870094
-8.463655,18,25.925261
-8.839391,18,25.980322
-5.544909,18,26.035922
-6.9874,19,26.093811
-8.660004,18,26.791946
-8.206154,19,26.852185
-7.905794,18,26.909244
-7.263549,18,26.966175
-7.688694,18,27.023803
-7.568898,18,27.080846
-7.088728,19,27.14099
-7.519736,17,27.19471
-7.740698,18,27.252166
-8.501728,18,27.309254
-6.699481,19,27.370229
-8.028495,19,27.431723
-7.836757,18,27.48879
-7.345999,18,27.545368
-6.306803,18,27.602354
-7.063925,18,28.000409
-8.97011,20,28.065171
-7.223587,17,28.1192
-9.760692,19,28.179527
-7.754748,18,28.237592
-6.21917,17,28.292136
-6.878469,18,28.349245
-6.914155,19,28.409666
-10.907463,20,28.473441
-6.241461,18,28.531073
-6.972251,18,28.588534
-7.732627,18,28.646324
-6.624876,17,28.700575
-9.243391,19,28.760972
-7.962723,19,28.821463
-9.119305,19,28.882994
-8.605783,18,28.940483
-6.989408,17,28.994653
-7.355333,18,29.051934
-7.655883,20,29.114918
-8.204806,19,29.175425
-8.847048,19,29.236128
-9.032546,19,29.296808
-8.198274,18,29.35398
-8.484547,18,29.411239
-9.774474,20,29.475269
-8.97905,19,29.536327
-7.827383,18,29.593329
-7.809137,18,29.650997
-5.690854,17,29.705005
-8.408415,19,29.765796
-8.756572,19,29.825694
-7.895849,18,29.883492
-8.067715,19,29.943205
-8.617046,19,30.491202
-8.427006,18,30.547215
-6.369727,17,30.599717
-9.200635,19,30.659159
-6.740036,18,30.715174
-11.268403,20,30.777033
-8.301436,18,31.534962
-8.541884,18,31.590783
-7.761577,18,31.646199
-5.356596,17,31.699213
-8.47105,18,31.754302
-7.388261,18,31.809629
-7.228675,19,31.868168
-7.332381,19,31.926481
-6.921941,19,31.984842
-8.05133,18,32.04014
-8.123952,18,32.095932
-7.881291,18,32.151801
-8.486072,18,32.207086
-9.839194,19,32.26537
-8.553756,18,32.321165
-7.278628,18,32.376391
-9.220637,19,32.434776
-7.725279,18,32.490732
-7.091749,18,32.546055
-7.276499,19,32.604344
-6.961848,18,32.659875
-6.485884,18,32.715926
-7.593617,18,32.77145
-8.007319,18,32.826628
-4.74619,17,32.879261
-6.03402,17,32.931703
-7.175902,18,32.987015
-8.705875,18,33.042378
-8.908291,19,33.431792
-5.937406,18,33.488555
-7.736323,18,33.544122
-8.55106,18,33.599278
-8.972374,19,33.657549
-8.326741,19,33.7163
-8.075742,19,33.77481
-6.588805,18,33.829732
-7.486707,19,33.88821
-8.198084,19,33.946863
-7.238923,19,34.005109
-9.074858,20,34.066148
-8.513757,18,34.122037
-8.046446,18,34.177741
-7.790071,19,34.23595
-4.696303,17,34.288043
-8.86221,19,34.34659
-8.143375,18,34.401945
-8.646523,18,34.457148
-7.762614,18,34.512904
-5.231642,17,34.565787
-7.398273,18,34.621029
-6.751724,18,34.676143
-7.896357,19,34.735032
-6.518249,18,34.790087
-7.53764,18,34.845313
-7.690884,19,34.903721
-7.828021,18,34.959298
-9.449017,19,35.697385
-5.286947,19,35.758007
-9.426389,19,35.817094
-8.127006,18,35.8733
-6.312825,19,35.933518
-8.00685,18,35.990692
-7.025374,18,36.386023
-9.114368,19,36.446491
-8.380728,18,36.503405
-5.958469,18,36.560925
-7.909887,19,36.621018
-8.391379,19,36.680929
-6.274722,18,36.738562
-8.357781,18,36.79571
-8.513156,19,36.855913
-7.857128,18,36.913137
-8.70923,18,36.97074
-8.233432,18,37.027714
-7.289761,18,37.08439
-9.56368,19,37.144933
-7.500927,18,37.202103
-5.764555,18,37.259126
-6.519224,18,37.316297
-8.621041,18,37.373812
-9.497425,19,37.43382
-6.907081,18,37.490409
-8.037179,19,37.550556
-7.882474,18,37.6077
-9.141678,19,37.667956
-6.668775,18,37.72495
-8.359971,18,37.782304
-7.458187,19,37.84322
-6.794856,18,37.899802
-6.730505,17,37.953763
-8.818751,19,38.01447
-6.9191,18,38.071397
-7.660483,19,38.131657
-8.908277,18,38.189484
-8.047441,18,38.246564
-6.954371,18,38.30414
-6.364443,18,38.703592
-8.617646,18,38.761799
-8.024813,18,38.820064
-6.7273,17,38.875154
-7.939812,18,38.931057
-8.88042,19,38.991041
-6.435947,17,39.044553
-9.062651,19,39.104485
-5.018124,18,39.16177
-8.282303,19,39.221775
-8.237604,18,39.27852
-7.431259,19,39.338742
-6.87349,18,39.396497
-8.082061,18,39.45349
-6.668324,18,39.510573
-6.977724,18,39.567786
-8.388872,18,40.347643
-7.965539,18,40.40498
-6.374487,18,40.462483
-7.008343,18,40.519559
-7.226545,18,40.577278
-8.314937,18,40.634734
-7.9908,18,40.691605
-7.560992,18,40.756389
-6.140715,18,40.814271
-7.562221,18,40.8719
-7.273638,18,40.929155
-8.06627,20,40.993669
-8.101724,18,41.051327
-8.449441,18,41.108607
-7.194871,18,41.166019
-7.880366,18,41.22419
-4.854132,17,41.277952
-5.637244,17,41.332144
-8.258526,18,41.389862
-7.90174,18,41.785923
-6.939738,18,41.843295
-9.274332,19,41.90345
-6.395254,18,41.960444
-7.572739,18,42.018174
-7.977707,18,42.075053
-6.810468,18,42.132255
-7.088197,18,42.189383
-6.704853,17,42.243891
-8.604467,18,42.301168
-7.2054,17,42.354929
-7.607021,19,42.416603
-7.932163,18,42.474071
-7.187257,17,42.528777
-7.592804,18,42.586616
-8.074751,18,42.644954
-9.149588,18,42.702789
-7.229625,18,42.760182
-7.108736,18,42.817976
-8.720989,19,42.879352
-7.413939,19,42.94032
-6.439413,17,42.995705
-6.787005,18,43.054399
-7.634371,18,43.112299
-8.994228,18,43.169924
-9.773503,19,43.230643
-6.418711,17,43.284819
-7.599815,18,43.342339
-8.035164,18,43.399689
-10.829995,20,43.463966
-7.510787,17,43.518466
-8.25455,18,43.575999
-7.415643,18,43.634561
-8.749727,19,43.695483
-7.030061,17,44.091176
-7.150931,19,44.152345
-6.702378,17,44.206972
-8.196051,18,44.265305
-8.900589,18,44.921525
-6.960254,18,44.979093
-8.337671,19,45.040069
-7.214869,17,45.09496
-7.136867,19,45.155916
-5.203394,17,45.210694
-6.310465,18,45.269294
-8.531022,18,45.326993
-8.043587,18,45.385386
-8.613546,19,45.446953
-7.069211,18,45.505558
-6.81134,17,45.56006
-7.36213,18,45.617514
-8.299383,19,45.678734
-8.677529,18,45.736557
-5.718488,18,45.794609
-6.914777,17,45.849138
-7.47395,18,45.907578
-8.333018,18,45.965716
-8.440637,18,46.023123
-8.205208,19,46.084565
-7.800689,17,46.139112
-5.879598,17,46.19339
-8.341775,18,46.250521
-6.715325,17,46.305383
-8.459119,18,46.362788
-8.553488,19,46.423733
-7.375071,19,46.484882
-6.445614,18,46.542732
-8.284443,19,46.603463
-6.865949,17,46.657817
-6.415073,18,47.05752
-8.158254,18,47.116369
-8.718657,18,47.174222
-7.460689,17,47.228676
-4.666193,17,47.283194
-7.958809,18,47.34079
-5.981529,17,47.395694
-7.714263,18,47.453182
-6.576417,19,47.514444
-8.236765,18,47.57233
-6.084938,18,47.629935
-8.362826,18,47.687628
-8.341877,18,47.745582
-7.90323,19,47.806051
-8.492102,18,47.863534
-8.519586,18,47.921926
-7.087421,17,47.97679
-7.836741,18,48.034526
-5.65309,17,48.089239
-8.362668,19,48.150291
-8.050903,18,48.207426
-7.767628,18,48.265179
-8.161909,19,48.326746
-7.315965,18,48.38471
-7.760708,18,48.442811
-5.740531,18,48.501008
-7.106623,18,49.193834
-5.823964,18,49.250171
-7.463198,19,49.31092
-8.342091,18,49.368427
-7.106509,18,49.425631
-7.60991,18,49.482763
-7.308557,18,49.540945
-8.657745,18,49.598325
-7.568571,18,49.65606
-5.915766,17,50.035477
-9.036983,19,50.096939
-7.122547,17,50.151655
-9.116537,19,50.212642
-8.210569,18,50.270734
-5.861007,18,50.328578
-6.9928,18,50.386652
-7.316274,17,50.441454
-6.286877,18,50.498852
-5.973442,18,50.556807
-7.444857,18,50.614747
-6.245875,17,50.669
-7.4476,19,50.731253
-7.074102,17,50.786665
-6.360817,19,50.847379
-6.508782,18,50.904876
-5.349209,18,50.963505
-7.353335,18,51.021112
-8.728691,19,51.082405
-6.608308,17,51.137132
-7.66072,18,51.195273
-7.451789,18,51.252612
-8.291373,18,51.310633
-8.674275,18,51.369051
-8.669349,19,51.429887
-7.483742,18,51.487677
-5.945106,17,51.542533
-6.968497,18,51.601148
-7.964875,18,51.658718
-8.390965,18,51.716195
-9.230879,19,51.777694
-7.641994,18,51.835751
-7.712746,18,51.893283
-6.105777,17,51.94749
-9.012493,18,52.005694
-6.702448,17,52.517344
-6.601726,18,52.575634
-9.008895,19,52.636793
-6.805522,18,52.694421
-6.861974,17,52.749116
-8.607365,18,52.807912
-8.39785,18,52.865919
-6.723495,17,52.921007
-6.321914,19,52.982705
-7.113984,17,53.037775
-5.446973,17,53.09246
-7.329962,18,53.150095
-6.744328,18,53.208446
-9.488468,19,54.044947
-6.189876,17,54.097818
-5.717238,18,54.154082
-7.374113,19,54.214561
-8.608259,19,54.274906
-7.237248,17,54.328506
-7.039256,18,54.385864
-8.768368,18,54.443646
-6.314437,18,54.501365
-8.241968,18,54.558927
-8.598632,19,54.62077
-7.491503,17,54.675337
-9.114846,19,54.735617
-5.54668,18,54.793488
-8.143855,18,54.851128
-7.256847,19,54.911339
-8.511472,19,54.971596
-8.357178,18,55.029401
-8.720266,18,55.087145
-8.034218,18,55.144814
-6.757724,17,55.199341
-8.866395,18,55.579405
-8.391634,18,55.63803
-8.186793,18,55.695968
-8.31032,19,55.761513
-6.395281,18,55.819673
-8.749204,18,55.877507
-6.258075,17,55.932059
-8.369322,19,55.992656
-9.248446,19,56.054697
-8.426958,19,56.115083
-6.935379,18,56.172379
-6.615374,19,56.23343
-9.077624,19,56.294098
-5.833559,17,56.347589
-6.246262,17,56.401771
-7.508417,18,56.460222
-7.541492,18,56.517971
-7.633749,18,56.575592
-7.159777,18,56.633953
-5.145319,17,56.688752
-8.175343,18,56.746671
-7.96181,18,56.804295
-7.10397,18,56.862139
-7.968027,19,56.923213
-8.608135,18,56.980499
-6.064299,17,57.035721
-6.418301,18,57.093298
-8.084445,19,57.154541
-5.842572,17,57.20909
-8.22135,18,57.267643
-6.915823,18,57.325187
-7.556447,19,57.385892
-6.01581,17,57.440663
-8.120008,18,57.498484
-8.432261,19,57.559463
-7.997594,18,57.941406
-8.773289,19,58.675994
-5.854983,18,58.733538
-8.549063,18,58.79129
-7.718327,18,58.848947
-7.083722,18,58.907879
-8.953861,19,58.968715
-7.262321,18,59.02644
-9.753935,19,59.088236
-10.022164,20,59.15302
-8.434772,18,59.210898
-6.387666,19,59.272507
-8.745231,18,59.330168
-7.205285,17,59.384763
-7.604986,17,59.439306
-7.969153,18,59.497952
-8.399128,18,59.555815
-7.805129,18,59.613331
-6.868222,18,59.671189
-7.615948,18,59.729508
-7.656269,19,59.79056
-7.02784,18,59.848343
-7.379839,18,59.907274
-9.321735,19,59.968293
-5.448618,18,60.026506
-6.080269,17,60.081524
-7.173976,17,60.136622
-8.072197,20,60.20038
-6.247264,18,60.258192
-7.647603,18,60.316662
-5.891028,17,60.371742
-7.42678,19,60.432525
-8.328709,18,60.49097
-7.111601,17,60.546065
-7.272365,19,60.93315
-7.529747,18,60.992466
-7.394727,18,61.050764
-8.620181,18,61.109064
-5.150754,17,61.163886
-7.456009,17,61.219074
-5.054738,17,61.274194
-10.20527,19,61.335711
-8.892013,18,61.393931
-6.23402,17,61.448887
-7.326612,17,61.503551
-6.821219,18,61.562275
-7.131332,17,61.616866
-8.854029,19,61.677694
-6.58873,17,61.732431
-7.751555,18,61.790897
-8.674399,18,61.848794
-7.081481,19,61.909989
-6.258593,17,61.965128
-6.502029,17,62.019891
-7.720659,18,62.077559
-6.578043,18,62.136202
-6.909275,18,62.194573
-7.843055,19,62.25579
-7.341849,18,62.936061
-7.102512,18,62.994792
-8.142267,18,63.052738
-6.328659,17,63.107509
-7.026685,18,63.165963
-8.490988,18,63.223348
-7.546955,17,63.277213
-7.786258,18,63.33492
-6.735862,17,63.389525
-8.392363,18,63.446622
-6.866567,18,63.504281
-8.294812,18,63.562072
-6.870843,17,63.940228
-8.327323,18,63.998181
-8.034924,18,64.055543
-8.327979,18,64.113116
-6.429008,18,64.170942
-6.189996,17,64.225682
-6.011426,18,64.282879
-6.716759,18,64.339739
-7.994297,18,64.397227
-6.578285,17,64.451573
-5.784353,18,64.511777
-8.242244,18,64.571231
-7.147096,17,64.625985
-7.28555,18,64.684263
-6.182179,17,64.738589
-6.685188,19,64.80039
-6.330483,17,64.854656
-7.036007,17,64.909354
-6.604787,18,64.967633
-4.535246,17,65.024028
-7.779945,18,65.079893
-7.290036,19,65.139058
-8.463155,18,65.1957
-6.825502,17,65.248726
-8.804406,18,65.304608
-6.726883,17,65.357426
-6.264601,17,65.411566
-6.225783,18,65.46781
-8.004765,18,65.524126
-7.88919,18,65.580676
-9.023059,19,65.639685
-7.35706,18,65.695903
-8.231589,18,65.758302
-8.478158,18,65.815402
-7.059534,18,65.871401
-8.685276,19,66.246314
-8.84985,18,66.302611
-4.746211,17,66.35537
-7.590508,18,66.411964
-8.234532,18,66.46805
-5.542564,17,66.521037
-7.817015,18,66.576878
-6.158299,18,66.633473
-6.548262,17,66.686041
-5.653099,17,66.738689
-8.866886,18,67.453866
-5.730962,17,67.506285
-6.614135,17,67.558884
-7.098188,18,67.614852
-6.075678,17,67.667751
-5.325017,17,67.7204
-8.485657,18,67.776049
-8.77405,18,67.832002
-7.719204,18,67.887566
-6.920562,17,67.940416
-8.580623,18,67.996467
-8.26228,18,68.053356
-8.148739,18,68.109201
-6.104587,17,68.161718
-6.087104,17,68.214088
-8.479177,18,68.269845
-6.108616,17,68.322179
-7.60028,19,68.380553
-8.30004,18,68.436852
-8.582177,19,68.495435
-7.037246,17,68.548145
-7.177804,17,68.600453
-5.271213,17,68.653628
-6.117478,17,68.706011
-6.987003,18,68.761472
-6.507837,17,69.130392
-8.178828,18,69.187103
-4.946374,17,69.240697
-4.797066,17,69.293462
-5.826971,17,69.346194
-4.96054,17,69.399152
-5.852942,17,69.452785
-4.650633,17,69.505768
-7.132746,17,69.558443
-8.175771,18,69.614025
-5.62205,18,69.670306
-4.877788,17,69.722689
-6.736848,17,69.775358
-5.843526,18,69.830794
-8.883146,18,69.887378
-8.391077,19,69.946186
-8.159659,19,70.00497
-6.622147,18,70.061566
-8.244003,18,70.117345
-6.226487,17,70.169946
-7.102071,17,70.222762
-6.523028,17,70.275584
-9.003703,18,70.330891
-6.209261,17,70.383331
-8.254703,18,70.438877
-6.111544,18,70.494785
-6.177993,17,70.547261
-6.087708,17,70.599985
-6.367131,19,70.658884
-5.109648,17,70.711436
-8.099216,18,70.768225
-6.866112,18,70.824305
-8.222948,18,70.880413
-7.230876,17,70.933126
-6.672009,17,71.677521
-5.92481,17,71.732046
-8.87136,18,72.115434
-7.630682,18,72.173838
-8.132042,18,72.232118
-5.643914,17,72.287332
-7.954943,18,72.345279
-5.366849,17,72.400384
-7.732298,18,72.458242
-7.113746,17,72.513339
-6.612078,17,72.567684
-6.016007,17,72.6225
-6.925161,18,72.681148
-9.320937,19,72.742128
-6.446328,17,72.796489
-7.940866,18,72.853659
-8.21858,18,72.911591
-8.751081,19,72.97225
-8.098081,18,73.029505
-8.53559,18,73.087304
-6.148435,17,73.141617
-8.354814,18,73.199184
-9.302428,20,73.263461
-5.548273,17,73.318415
-4.775875,17,73.373097
-6.355661,18,73.430851
-8.035694,18,73.488492
-7.61352,18,73.546428
-4.928487,17,73.600605
-5.429186,17,73.654608
-6.45529,18,73.712731
-8.442947,18,73.770392
-6.593618,18,73.827621
-4.447613,17,73.881522
-6.324442,17,73.936077
-7.03452,17,73.990366
-8.242623,18,74.047556
-6.768711,18,74.531799
-5.753564,18,74.589318
-6.136649,17,74.6436
-5.900667,17,74.697532
-4.957098,17,74.752249
-6.325785,18,74.809944
-5.962846,17,74.863848
-5.742179,17,74.917888
-8.451875,18,74.975103
-7.010611,18,75.032425
-7.69094,18,75.089659
-7.133062,18,75.147529
-8.02356,18,75.204875
-7.465927,18,75.26233
-6.89357,17,75.316961
-7.869302,18,75.374306
-7.572993,18,75.431662
-6.625037,18,75.488796
-6.909696,18,75.546304
-5.671607,18,75.603409
-7.890589,18,76.298572
-6.536293,18,76.356003
-6.603221,18,76.412014
-6.813339,17,76.464821
-8.549603,18,76.520454
-6.313288,17,76.57367
-7.787802,18,76.629316
-6.981229,17,76.681935
-5.844243,18,76.738019
-7.022074,18,76.793986
-6.079928,17,76.847136
-6.988075,17,76.900514
-5.818373,17,76.953998
-8.059113,18,77.00987
-5.831626,18,77.065669
-6.120577,17,77.118553
-8.640472,18,77.491923
-6.086357,17,77.545269
-9.632712,19,77.604134
-6.851694,18,77.660051
-9.105934,19,77.718653
-7.960971,18,77.775083
-5.222421,17,77.827964
-6.504101,17,77.880235
-6.454116,17,77.932924
-8.482859,18,77.990045
-6.955256,18,78.04634
-7.767003,17,78.098868
-6.181155,17,78.152262
-5.026323,17,78.204994
-7.628005,18,78.260435
-9.615588,19,78.31904
-7.058752,18,78.375032
-4.322638,17,78.427867
-8.255308,18,78.483676
-7.608494,17,78.536162
-6.146477,17,78.588923
-8.591775,18,78.644625
-6.704763,18,78.70024
-8.537106,18,78.755891
-7.214519,17,78.809
-8.268592,18,78.864629
-6.562489,18,78.920302
-7.021077,18,78.976604
-7.712705,18,79.032536
-5.760164,17,79.08509
-6.523084,17,79.137634
-5.522657,17,79.19082
-5.491407,17,79.24352
-7.077586,18,79.299349
-8.487716,18,79.355224
-8.057719,18,79.725897
-6.363057,17,79.779707
-5.74435,17,79.832792
-6.176153,17,79.885381
-5.244287,17,79.938115
-6.92529,17,79.991581
-7.322475,17,80.044276
-5.797714,17,80.096704
-7.63671,18,80.749966
-4.124051,17,80.8038
-6.050809,17,80.856434
-7.941942,18,80.912186
-7.736701,18,80.968073
-7.132608,17,81.02164
-6.69747,18,81.077641
-5.581542,17,81.130521
-4.881233,17,81.183769
-5.935551,18,81.240164
-6.51252,18,81.296419
-6.919311,17,81.354021
-5.699368,17,81.40759
-5.836598,17,81.460392
-5.261122,17,81.513289
-6.132626,18,81.568631
-6.355168,17,81.621924
-6.576809,17,81.674838
-8.137335,18,81.730363
-6.967268,17,81.783185
-6.010758,17,81.836726
-8.108069,19,81.895411
-5.834862,17,81.947977
-4.798717,18,82.003882
-8.337805,18,82.059916
-7.384148,18,82.115613
-8.367347,18,82.170889
-7.980183,18,82.227152
-8.919289,19,82.60291
-5.938409,17,82.656
-5.648292,18,82.711575
-5.572809,17,82.764011
-6.41732,17,82.81721
-8.083584,18,82.873495
-7.160085,18,82.929147
-5.873418,18,82.984797
-7.647594,18,83.041199
-6.634174,18,83.09707
-7.219521,17,83.149723
-7.052863,17,83.202251
-6.275898,17,83.255615
-7.546201,18,83.311702
-5.15785,17,83.364239
-4.487607,17,83.417418
-5.347078,17,83.47047
-8.466886,18,83.526201
-6.280281,17,83.578732
-5.891888,17,83.631859
-5.011976,17,83.684625
-7.135986,17,83.737201
-7.325449,17,83.789933
-8.463511,18,83.846188
-5.732904,17,83.898866
-7.915463,18,83.954464
-7.121588,17,84.00695
-6.15584,17,84.060151
-7.559232,18,84.115689
-6.391463,17,84.168139
-8.853017,18,84.948701
-5.475674,17,85.00212
-7.208555,18,85.058837
-6.570806,17,85.111484
-6.372228,17,85.164096
-7.590307,17,85.216699
-7.43454,18,85.586786
-7.756852,18,85.642648
-6.308307,18,85.698751
-7.204847,17,85.751003
-5.934701,17,85.803875
-6.593001,17,85.856585
-7.890842,18,85.912511
-5.269199,17,85.964714
-7.328852,18,86.020573
-8.848669,18,86.076747
-7.545294,18,86.132069
-5.698775,17,86.184283
-4.987126,17,86.236415
-6.537165,18,86.292485
-7.060752,18,86.352494
-8.529493,18,86.408047
-7.190206,17,86.460538
-7.829487,19,86.519501
-5.676889,17,86.571929
-5.773006,17,86.624297
-5.624527,18,86.680154
-7.865329,18,86.735528
-7.161888,17,86.787917
-7.240838,17,86.840168
-7.330141,18,86.896409
-8.743356,18,86.952327
-8.236842,18,87.007658
-6.323106,18,87.063947
-5.378446,18,87.120049
-7.659332,18,87.175575
-6.010413,18,87.231141
-6.775279,18,87.287207
-5.322471,17,87.339978
-5.26737,17,87.392353
-6.626342,17,87.445211
-4.771431,17,87.811523
-5.425973,17,87.864524
-8.13056,18,87.920983
-4.710154,17,87.973702
-4.813456,17,88.026364
-7.219694,17,88.079329
-5.304625,17,88.132172
-6.420471,18,88.187572
-7.927036,18,88.243039
-4.655283,17,88.296489
-6.541476,18,88.352047
-5.732329,17,88.404191
-5.646416,17,88.4566
-6.106175,17,88.509601
-8.006755,18,88.565504
-5.669558,17,88.617841
-7.709583,18,88.67317
-8.353938,18,88.729291
-7.747382,18,89.557822
-8.261687,18,89.614964
-6.738384,18,89.672096
-6.655556,18,89.73054
-7.672677,17,89.784924
-5.982399,17,89.839724
-7.150361,17,89.894793
-5.569876,17,89.949765
-5.786961,17,90.004327
-6.778264,17,90.058844
-6.433877,17,90.113846
-6.143502,17,90.168897
-4.856121,17,90.223786
-6.603249,17,90.278569
-5.894212,17,90.334239
-6.055355,18,90.392391
-4.041996,17,90.447295
-6.074989,17,90.502443
-4.794568,17,90.883975
-7.177052,17,90.939934
-4.809249,17,90.995134
-5.4355,17,91.049925
-7.783592,19,91.111268
-5.120999,17,91.167388
-6.167248,17,91.222378
-6.220068,18,91.280487
-7.296027,17,91.336031
-4.872729,17,91.39397
-8.115257,18,91.451998
-7.08202,18,91.509849
-8.267787,18,91.568288
-7.215268,18,91.626985
-5.822488,18,91.684703
-8.535371,18,91.743433
-5.657914,17,91.798407
-7.318116,18,91.856476
-6.291459,18,91.914574
-6.65116,18,91.972987
-4.920124,17,92.028162
-4.361886,17,92.083205
-5.254347,17,92.138486
-7.586208,18,92.196954
-5.575258,17,92.25201
-8.061579,18,92.310208
-6.277066,17,92.36582
-8.677761,19,92.426898
-4.663539,17,92.482258
